order_id,customer_id,user_id,created_at,status,gross_amount,discount_amount,tax_amount,shipping_amount,total_amount,net_amount,currency,completed_at
1803,346,538,2025-06-05,completed,48.12,10.48,3.01,9.56,50.21,37.64,USD,2025-06-05 13:00:00
1804,281,411,2025-09-25,completed,47.24,0.0,3.78,9.91,60.93,47.24,USD,2025-09-27 23:00:00
1805,375,401,2026-07-03,cancelled,113.03,2.75,8.82,13.81,132.91,110.28,USD,2026-07-05 09:00:00
1806,125,590,2026-01-22,completed,53.82,6.07,3.82,7.76,59.33,47.75,USD,2026-01-23 08:00:00
1807,498,359,2025-05-09,completed,309.7,58.74,20.08,2.73,273.77,250.96,USD,2025-05-11 23:00:00
1808,83,549,2026-06-22,completed,103.85,0.0,8.31,7.09,119.25,103.85,USD,2026-06-22 08:00:00
1809,90,341,2026-01-11,completed,234.15,30.5,16.29,10.93,230.87,203.65,USD,2026-01-12 13:00:00
1810,368,685,2025-09-12,completed,269.09,23.91,19.61,7.38,272.17,245.18,USD,2025-09-12 13:00:00
1811,283,445,2025-08-22,completed,27.55,0.0,2.2,4.7,34.45,27.55,USD,2025-08-22 13:00:00
1812,195,230,2026-03-01,completed,107.65,15.71,7.36,9.99,109.29,91.94,USD,2026-03-02 01:00:00
1813,369,704,2026-06-19,completed,140.59,13.36,10.18,6.75,144.16,127.23,USD,2026-06-20 17:00:00
1814,288,252,2025-11-01,refunded,199.0,0.0,15.92,14.44,229.36,0.0,USD,2025-11-01 12:00:00
1815,202,754,2026-05-28,completed,298.28,0.0,23.86,5.28,327.42,298.28,USD,2026-05-29 13:00:00
1816,109,773,2026-03-06,completed,623.03,0.0,49.84,10.76,683.63,623.03,USD,2026-03-08 08:00:00
1817,359,447,2025-02-14,refunded,459.35,97.41,28.96,8.33,399.23,0.0,USD,2025-02-14 10:00:00
1818,277,366,2026-04-24,pending,157.82,0.0,12.63,1.16,171.61,157.82,USD,2026-04-24 01:00:00
1819,448,213,2025-12-07,completed,156.45,17.24,11.14,7.05,157.4,139.21,USD,2025-12-09 05:00:00
1820,211,668,2025-11-19,completed,428.91,0.0,34.31,0.44,463.66,428.91,USD,2025-11-20 05:00:00
1821,133,215,2026-01-07,completed,164.18,17.42,11.74,11.85,170.35,146.76,USD,2026-01-07 13:00:00
1822,26,490,2025-02-07,completed,105.74,14.94,7.26,11.02,109.08,90.8,USD,2025-02-09 15:00:00
1823,136,644,2026-07-05,completed,313.07,68.34,19.58,0.76,265.07,244.73,USD,2026-07-06 06:00:00
1824,364,145,2026-06-16,completed,205.8,0.0,16.46,7.5,229.76,205.8,USD,2026-06-16 08:00:00
1825,144,139,2026-08-30,completed,46.55,0.0,3.72,14.42,64.69,46.55,USD,2026-08-30 22:00:00
1826,277,766,2025-12-31,completed,130.21,12.92,9.38,4.27,130.94,117.29,USD,2026-01-01 17:00:00
1827,108,790,2025-05-26,completed,55.37,0.0,4.43,13.56,73.36,55.37,USD,2025-05-26 20:00:00
1828,464,260,2025-12-31,cancelled,12.22,0.0,0.98,2.27,15.47,12.22,USD,2026-01-02 19:00:00
1829,451,186,2025-06-21,completed,500.3,0.0,40.02,0.1,540.42,500.3,USD,2025-06-22 21:00:00
1830,404,514,2025-11-06,completed,179.66,0.0,14.37,7.96,201.99,179.66,USD,2025-11-06 05:00:00
1831,367,467,2026-05-02,completed,133.91,2.18,10.54,3.59,145.86,131.73,USD,2026-05-03 00:00:00
1832,286,204,2025-04-16,completed,112.35,0.0,8.99,13.19,134.53,112.35,USD,2025-04-17 01:00:00
1833,5,173,2025-10-04,refunded,166.44,0.0,13.32,10.11,189.87,0.0,USD,2025-10-04 10:00:00
1834,22,461,2025-10-23,refunded,111.25,0.0,8.9,10.3,130.45,0.0,USD,2025-10-23 02:00:00
1835,222,220,2026-07-19,completed,74.23,0.0,5.94,10.1,90.27,74.23,USD,2026-07-19 08:00:00
1836,376,433,2025-11-22,completed,116.43,0.0,9.31,10.18,135.92,116.43,USD,2025-11-24 01:00:00
1837,66,550,2025-07-26,completed,402.1,21.07,30.48,11.21,422.72,381.03,USD,2025-07-26 17:00:00
1838,275,209,2025-08-21,pending,308.38,33.96,21.95,10.05,306.42,274.42,USD,2025-08-22 06:00:00
1839,478,458,2025-07-04,completed,116.55,7.19,8.75,12.51,130.62,109.36,USD,2025-07-04 10:00:00
1840,418,792,2025-04-01,completed,532.83,0.0,42.63,8.37,583.83,532.83,USD,2025-04-03 20:00:00
1841,276,431,2026-03-08,completed,156.45,0.0,12.52,5.26,174.23,156.45,USD,2026-03-10 23:00:00
1842,289,113,2026-04-08,completed,88.78,0.0,7.1,7.0,102.88,88.78,USD,2026-04-10 01:00:00
1843,32,588,2025-05-01,completed,212.18,36.35,14.07,6.6,196.5,175.83,USD,2025-05-01 23:00:00
1844,2,355,2025-10-05,pending,443.45,30.62,33.03,4.99,450.85,412.83,USD,2025-10-06 19:00:00
1845,158,574,2026-04-03,completed,389.87,83.28,24.53,6.23,337.35,306.59,USD,2026-04-04 03:00:00
1846,408,26,2026-03-02,completed,92.4,0.0,7.39,5.77,105.56,92.4,USD,2026-03-04 17:00:00
1847,3,570,2025-02-18,completed,61.98,9.52,4.2,1.67,58.33,52.46,USD,2025-02-19 19:00:00
1848,400,547,2025-01-29,completed,124.88,6.65,9.46,12.46,140.15,118.23,USD,2025-01-29 09:00:00
1849,129,4,2025-02-13,pending,237.08,0.0,18.97,11.35,267.4,237.08,USD,2025-02-13 06:00:00
1850,50,370,2025-11-03,completed,281.67,33.43,19.86,5.06,273.16,248.24,USD,2025-11-05 08:00:00
1851,48,376,2026-07-09,pending,354.63,21.08,26.68,14.18,374.41,333.55,USD,2026-07-11 04:00:00
1852,342,449,2025-02-14,cancelled,186.71,0.0,14.94,14.24,215.89,186.71,USD,2025-02-16 04:00:00
1853,23,494,2026-03-02,completed,191.06,14.74,14.11,12.85,203.28,176.32,USD,2026-03-02 23:00:00
1854,264,559,2026-03-22,completed,181.89,6.91,14.0,0.44,189.42,174.98,USD,2026-03-24 00:00:00
1855,468,731,2026-08-08,completed,325.08,12.32,25.02,5.57,343.35,312.76,USD,2026-08-08 19:00:00
1856,295,612,2025-12-19,completed,284.98,0.0,22.8,6.86,314.64,284.98,USD,2025-12-20 21:00:00
1857,168,249,2026-08-03,completed,89.72,0.0,7.18,10.78,107.68,89.72,USD,2026-08-03 23:00:00
1858,445,773,2025-10-01,completed,262.16,0.2,20.96,9.52,292.44,261.96,USD,2025-10-01 08:00:00
1859,37,383,2025-06-10,completed,311.46,0.0,24.92,10.18,346.56,311.46,USD,2025-06-12 11:00:00
1860,125,692,2026-08-14,completed,327.88,0.0,26.23,11.51,365.62,327.88,USD,2026-08-16 10:00:00
1861,86,389,2025-11-13,completed,205.96,0.0,16.48,14.23,236.67,205.96,USD,2025-11-15 08:00:00
1862,7,260,2025-07-17,completed,198.23,0.0,15.86,8.27,222.36,198.23,USD,2025-07-18 21:00:00
1863,478,579,2026-01-26,completed,161.42,35.07,10.11,13.56,150.02,126.35,USD,2026-01-27 22:00:00
1864,105,582,2025-09-14,completed,173.77,0.0,13.9,12.22,199.89,173.77,USD,2025-09-16 07:00:00
1865,37,97,2026-03-30,completed,481.51,0.0,38.52,5.07,525.1,481.51,USD,2026-03-31 16:00:00
1866,458,61,2026-03-24,completed,177.95,0.0,14.24,12.21,204.4,177.95,USD,2026-03-26 15:00:00
1867,482,607,2025-01-12,completed,95.63,0.0,7.65,1.76,105.04,95.63,USD,2025-01-14 07:00:00
1868,106,109,2025-11-15,completed,208.99,0.0,16.72,2.38,228.09,208.99,USD,2025-11-16 15:00:00
1869,201,368,2026-06-03,completed,277.99,0.0,22.24,14.89,315.12,277.99,USD,2026-06-04 18:00:00
1870,338,368,2026-02-04,completed,319.04,0.0,25.52,6.43,350.99,319.04,USD,2026-02-06 20:00:00
1871,214,352,2026-03-14,completed,73.51,0.0,5.88,6.91,86.3,73.51,USD,2026-03-15 12:00:00
1872,395,368,2026-08-16,completed,419.81,80.25,27.16,14.27,380.99,339.56,USD,2026-08-16 07:00:00
1873,125,761,2025-07-28,completed,271.1,0.0,21.69,5.43,298.22,271.1,USD,2025-07-30 12:00:00
1874,407,405,2026-02-27,refunded,404.71,10.79,31.51,3.55,428.98,0.0,USD,2026-02-27 00:00:00
1875,280,695,2025-01-18,completed,51.92,0.0,4.15,1.17,57.24,51.92,USD,2025-01-18 17:00:00
1876,6,381,2025-04-02,cancelled,336.06,57.93,22.25,7.84,308.22,278.13,USD,2025-04-02 23:00:00
1877,311,378,2026-02-28,completed,70.53,9.91,4.85,3.0,68.47,60.62,USD,2026-02-28 01:00:00
1878,5,514,2025-05-08,refunded,136.05,0.0,10.88,0.97,147.9,0.0,USD,2025-05-08 15:00:00
1879,424,188,2026-04-23,completed,276.99,58.96,17.44,12.2,247.67,218.03,USD,2026-04-23 12:00:00
1880,495,764,2026-06-13,completed,64.74,7.4,4.59,4.93,66.86,57.34,USD,2026-06-14 15:00:00
1881,78,746,2026-06-27,completed,110.58,0.0,8.85,8.69,128.12,110.58,USD,2026-06-29 15:00:00
1882,264,139,2025-01-30,completed,51.04,4.56,3.72,1.57,51.77,46.48,USD,2025-01-30 20:00:00
1883,169,118,2025-07-17,completed,272.14,11.67,20.84,7.58,288.89,260.47,USD,2025-07-18 04:00:00
1884,32,286,2025-11-06,completed,88.51,0.0,7.08,9.48,105.07,88.51,USD,2025-11-08 01:00:00
1885,339,153,2025-01-10,pending,169.95,17.66,12.18,6.75,171.22,152.29,USD,2025-01-12 00:00:00
1886,14,60,2026-07-04,completed,222.91,0.0,17.83,5.06,245.8,222.91,USD,2026-07-06 20:00:00
1887,13,647,2026-08-09,completed,207.35,3.17,16.33,4.66,225.17,204.18,USD,2026-08-10 13:00:00
1888,406,160,2026-04-17,completed,194.51,5.4,15.13,1.64,205.88,189.11,USD,2026-04-19 07:00:00
1889,142,295,2025-06-18,completed,194.25,1.96,15.38,1.74,209.41,192.29,USD,2025-06-20 12:00:00
1890,453,790,2025-03-12,refunded,54.21,8.16,3.68,7.44,57.17,0.0,USD,2025-03-13 06:00:00
1891,298,320,2026-05-17,completed,141.68,29.46,8.98,2.08,123.28,112.22,USD,2026-05-19 12:00:00
1892,263,32,2026-03-26,completed,193.04,0.0,15.44,3.35,211.83,193.04,USD,2026-03-28 22:00:00
1893,205,195,2026-07-29,completed,178.64,0.0,14.29,2.47,195.4,178.64,USD,2026-07-29 08:00:00
1894,186,171,2025-08-20,completed,153.94,14.37,11.17,12.04,162.78,139.57,USD,2025-08-22 07:00:00
1895,113,445,2025-04-13,completed,98.42,0.0,7.87,6.75,113.04,98.42,USD,2025-04-14 20:00:00
1896,352,342,2026-07-02,completed,204.24,32.86,13.71,8.29,193.38,171.38,USD,2026-07-04 10:00:00
1897,304,62,2025-03-07,refunded,230.88,0.0,18.47,8.74,258.09,0.0,USD,2025-03-08 15:00:00
1898,12,235,2025-12-14,completed,122.16,0.0,9.77,5.95,137.88,122.16,USD,2025-12-14 14:00:00
1899,162,375,2025-10-14,pending,320.49,0.0,25.64,4.48,350.61,320.49,USD,2025-10-15 06:00:00
1900,450,437,2025-11-30,refunded,425.42,0.0,34.03,5.74,465.19,0.0,USD,2025-12-02 01:00:00
1901,247,334,2025-09-02,completed,172.36,0.0,13.79,8.02,194.17,172.36,USD,2025-09-04 16:00:00
1902,129,793,2025-01-06,pending,91.34,0.0,7.31,5.38,104.03,91.34,USD,2025-01-06 05:00:00
1903,115,394,2026-01-13,cancelled,64.04,9.83,4.34,2.05,60.6,54.21,USD,2026-01-13 13:00:00
1904,96,564,2025-06-01,completed,134.59,13.56,9.68,13.71,144.42,121.03,USD,2025-06-01 16:00:00
1905,431,458,2025-03-13,pending,163.45,1.26,12.98,10.99,186.16,162.19,USD,2025-03-14 18:00:00
1906,156,325,2025-09-08,completed,61.11,0.0,4.89,0.99,66.99,61.11,USD,2025-09-08 01:00:00
1907,149,23,2025-06-26,completed,131.54,0.0,10.52,13.59,155.65,131.54,USD,2025-06-28 20:00:00
1908,32,547,2026-03-16,completed,309.65,19.24,23.23,2.56,316.2,290.41,USD,2026-03-18 02:00:00
1909,445,688,2025-08-08,completed,23.02,0.0,1.84,1.47,26.33,23.02,USD,2025-08-10 17:00:00
1910,195,698,2025-11-12,pending,180.1,0.0,14.41,2.6,197.11,180.1,USD,2025-11-12 01:00:00
1911,353,635,2025-10-22,completed,110.06,13.01,7.76,14.0,118.81,97.05,USD,2025-10-22 19:00:00
1912,358,184,2026-06-02,completed,167.1,0.0,13.37,3.32,183.79,167.1,USD,2026-06-03 08:00:00
1913,176,362,2025-03-04,completed,440.0,42.16,31.83,11.8,441.47,397.84,USD,2025-03-06 07:00:00
1914,250,574,2025-01-21,refunded,161.54,0.0,12.92,9.65,184.11,0.0,USD,2025-01-22 22:00:00
1915,51,586,2026-06-11,completed,145.17,0.0,11.61,7.77,164.55,145.17,USD,2026-06-12 06:00:00
1916,334,492,2025-07-15,completed,260.66,0.0,20.85,5.48,286.99,260.66,USD,2025-07-15 21:00:00
1917,337,40,2026-03-12,completed,206.17,24.22,14.56,1.39,197.9,181.95,USD,2026-03-12 23:00:00
1918,107,588,2025-12-29,completed,180.64,36.55,11.53,10.66,166.28,144.09,USD,2025-12-30 02:00:00
1919,98,453,2026-04-09,pending,211.29,24.18,14.97,5.92,208.0,187.11,USD,2026-04-11 01:00:00
1920,199,68,2026-02-04,pending,365.17,0.0,29.21,8.02,402.4,365.17,USD,2026-02-06 14:00:00
1921,347,432,2025-05-29,completed,296.74,22.17,21.97,0.78,297.32,274.57,USD,2025-05-30 10:00:00
1922,260,587,2025-11-01,completed,137.96,6.88,10.49,11.64,153.21,131.08,USD,2025-11-03 16:00:00
1923,31,749,2025-07-05,refunded,425.24,88.28,26.96,10.38,374.3,0.0,USD,2025-07-05 21:00:00
1924,287,631,2025-08-31,completed,115.28,2.74,9.0,7.94,129.48,112.54,USD,2025-09-02 13:00:00
1925,354,210,2025-11-27,completed,180.12,40.62,11.16,7.44,158.1,139.5,USD,2025-11-27 00:00:00
1926,94,550,2025-02-13,completed,194.74,1.31,15.47,5.06,213.96,193.43,USD,2025-02-15 05:00:00
1927,223,541,2025-01-19,completed,133.17,0.0,10.65,5.14,148.96,133.17,USD,2025-01-21 20:00:00
1928,404,158,2026-02-27,completed,396.37,5.78,31.25,1.03,422.87,390.59,USD,2026-02-27 19:00:00
1929,163,664,2025-02-23,completed,128.28,0.0,10.26,10.3,148.84,128.28,USD,2025-02-25 01:00:00
1930,46,130,2026-07-03,completed,152.57,8.07,11.56,0.67,156.73,144.5,USD,2026-07-03 05:00:00
1931,463,601,2026-01-25,completed,325.22,0.0,26.02,0.02,351.26,325.22,USD,2026-01-27 13:00:00
1932,50,591,2026-05-06,completed,118.55,0.0,9.48,0.46,128.49,118.55,USD,2026-05-07 11:00:00
1933,31,770,2025-10-14,completed,58.91,0.0,4.71,3.05,66.67,58.91,USD,2025-10-15 06:00:00
1934,125,519,2026-03-02,completed,183.73,8.19,14.04,8.55,198.13,175.54,USD,2026-03-04 18:00:00
1935,376,58,2025-04-23,completed,74.95,0.0,6.0,10.22,91.17,74.95,USD,2025-04-25 18:00:00
1936,328,787,2026-01-20,refunded,68.12,7.52,4.85,6.31,71.76,0.0,USD,2026-01-20 16:00:00
1937,118,307,2025-07-08,completed,23.61,0.08,1.88,6.13,31.54,23.53,USD,2025-07-10 21:00:00
1938,39,364,2026-04-14,completed,27.27,0.0,2.18,8.65,38.1,27.27,USD,2026-04-14 15:00:00
1939,478,695,2025-08-11,completed,29.53,0.0,2.36,8.95,40.84,29.53,USD,2025-08-13 10:00:00
1940,4,184,2026-04-17,completed,460.99,49.55,32.92,12.67,457.03,411.44,USD,2026-04-19 08:00:00
1941,463,530,2026-06-27,pending,29.41,5.58,1.91,12.29,38.03,23.83,USD,2026-06-28 12:00:00
1942,237,616,2025-01-05,completed,73.37,0.0,5.87,12.35,91.59,73.37,USD,2025-01-06 18:00:00
1943,98,424,2025-02-07,refunded,154.43,17.64,10.94,12.66,160.39,0.0,USD,2025-02-08 04:00:00
1944,174,599,2025-08-06,completed,253.05,0.0,20.24,13.2,286.49,253.05,USD,2025-08-07 05:00:00
1945,156,571,2025-11-28,completed,270.46,49.13,17.71,8.33,247.37,221.33,USD,2025-11-29 13:00:00
1946,79,419,2026-06-11,completed,91.38,8.43,6.64,8.93,98.52,82.95,USD,2026-06-13 14:00:00
1947,216,74,2025-09-24,completed,177.82,0.0,14.23,10.91,202.96,177.82,USD,2025-09-25 10:00:00
1948,328,597,2026-06-01,completed,151.2,0.0,12.1,2.99,166.29,151.2,USD,2026-06-02 17:00:00
1949,237,632,2026-03-19,cancelled,170.77,37.43,10.67,5.41,149.42,133.34,USD,2026-03-21 02:00:00
1950,321,249,2026-03-07,refunded,187.04,0.0,14.96,13.69,215.69,0.0,USD,2026-03-09 18:00:00
1951,486,655,2026-07-07,completed,222.4,0.0,17.79,7.84,248.03,222.4,USD,2026-07-09 13:00:00
1952,61,173,2025-07-07,completed,108.48,0.0,8.68,0.78,117.94,108.48,USD,2025-07-08 02:00:00
1953,370,137,2026-02-11,completed,355.2,4.9,28.02,6.08,384.4,350.3,USD,2026-02-13 14:00:00
1954,115,101,2026-04-30,completed,129.01,0.0,10.32,2.41,141.74,129.01,USD,2026-05-01 07:00:00
1955,10,442,2026-08-11,completed,606.2,0.0,48.5,5.34,660.04,606.2,USD,2026-08-11 06:00:00
1956,183,233,2025-05-21,completed,113.63,20.73,7.43,8.17,108.5,92.9,USD,2025-05-21 05:00:00
1957,197,556,2026-04-23,completed,180.03,34.79,11.62,7.58,164.44,145.24,USD,2026-04-23 14:00:00
1958,496,524,2025-05-17,completed,152.18,0.0,12.17,7.36,171.71,152.18,USD,2025-05-18 02:00:00
1959,173,342,2026-08-07,completed,175.13,0.0,14.01,0.28,189.42,175.13,USD,2026-08-08 04:00:00
1960,385,207,2025-11-22,completed,330.8,0.0,26.46,6.68,363.94,330.8,USD,2025-11-22 12:00:00
1961,468,733,2026-06-16,refunded,145.96,0.0,11.68,0.43,158.07,0.0,USD,2026-06-16 12:00:00
1962,169,707,2025-12-13,completed,65.69,0.0,5.26,6.07,77.02,65.69,USD,2025-12-13 02:00:00
1963,90,278,2025-02-15,pending,106.98,0.0,8.56,9.7,125.24,106.98,USD,2025-02-17 17:00:00
1964,483,200,2025-08-02,completed,146.2,0.0,11.7,1.89,159.79,146.2,USD,2025-08-02 18:00:00
1965,230,644,2026-01-05,completed,191.25,4.25,14.96,13.75,215.71,187.0,USD,2026-01-06 22:00:00
1966,228,548,2026-01-02,completed,91.73,0.0,7.34,9.46,108.53,91.73,USD,2026-01-03 11:00:00
1967,365,366,2025-11-30,refunded,99.89,0.0,7.99,3.26,111.14,0.0,USD,2025-12-01 01:00:00
1968,191,423,2026-03-07,completed,196.08,27.74,13.47,5.91,187.72,168.34,USD,2026-03-07 17:00:00
1969,271,581,2025-12-17,completed,200.76,0.0,16.06,1.45,218.27,200.76,USD,2025-12-17 04:00:00
1970,473,170,2025-04-20,completed,301.16,45.55,20.45,0.33,276.39,255.61,USD,2025-04-20 07:00:00
1971,25,798,2025-02-17,completed,105.95,0.0,8.48,13.74,128.17,105.95,USD,2025-02-19 00:00:00
1972,369,445,2025-06-25,completed,237.18,42.85,15.55,10.13,220.01,194.33,USD,2025-06-26 08:00:00
1973,199,102,2025-03-25,completed,152.39,0.0,12.19,11.69,176.27,152.39,USD,2025-03-27 21:00:00
1974,274,764,2026-03-01,completed,117.9,0.0,9.43,9.33,136.66,117.9,USD,2026-03-01 10:00:00
1975,456,798,2026-08-17,cancelled,155.99,33.59,9.79,13.6,145.79,122.4,USD,2026-08-19 18:00:00
1976,301,756,2026-07-17,completed,171.72,0.0,13.74,13.44,198.9,171.72,USD,2026-07-17 06:00:00
1977,210,559,2025-12-10,completed,59.68,0.0,4.77,0.87,65.32,59.68,USD,2025-12-12 04:00:00
1978,487,234,2026-06-21,completed,63.87,0.0,5.11,2.84,71.82,63.87,USD,2026-06-23 21:00:00
1979,303,425,2026-02-04,cancelled,258.89,0.0,20.71,5.94,285.54,258.89,USD,2026-02-04 11:00:00
1980,77,430,2025-03-20,completed,126.68,0.0,10.13,5.12,141.93,126.68,USD,2025-03-21 10:00:00
1981,45,408,2025-12-22,completed,192.21,0.0,15.38,7.88,215.47,192.21,USD,2025-12-24 18:00:00
1982,174,121,2025-12-12,completed,253.87,0.0,20.31,4.0,278.18,253.87,USD,2025-12-14 09:00:00
1983,360,249,2025-11-30,completed,156.65,7.11,11.96,11.96,173.46,149.54,USD,2025-11-30 15:00:00
1984,211,376,2026-05-01,refunded,240.07,20.82,17.54,0.11,236.9,0.0,USD,2026-05-01 12:00:00
1985,85,423,2026-08-22,completed,172.49,0.0,13.8,11.87,198.16,172.49,USD,2026-08-23 00:00:00
1986,493,258,2025-05-25,pending,178.15,38.97,11.13,5.9,156.21,139.18,USD,2025-05-26 09:00:00
1987,100,585,2025-01-11,completed,348.17,0.0,27.85,0.08,376.1,348.17,USD,2025-01-11 21:00:00
1988,43,744,2026-01-26,completed,144.81,0.0,11.58,12.71,169.1,144.81,USD,2026-01-26 06:00:00
1989,191,374,2025-03-09,completed,260.84,19.81,19.28,6.7,267.01,241.03,USD,2025-03-10 11:00:00
1990,56,507,2025-09-17,pending,50.49,10.82,3.17,10.87,53.71,39.67,USD,2025-09-18 05:00:00
1991,297,154,2026-07-20,completed,187.51,0.0,15.0,13.18,215.69,187.51,USD,2026-07-20 21:00:00
1992,218,148,2026-02-07,completed,404.91,10.41,31.56,0.51,426.57,394.5,USD,2026-02-09 11:00:00
1993,464,59,2026-07-24,completed,633.35,47.83,46.84,3.93,636.29,585.52,USD,2026-07-24 20:00:00
1994,85,794,2025-01-20,completed,52.9,0.0,4.23,1.78,58.91,52.9,USD,2025-01-22 16:00:00
1995,135,242,2026-03-05,completed,126.21,15.57,8.85,1.47,120.96,110.64,USD,2026-03-05 00:00:00
1996,343,556,2025-07-09,completed,76.37,3.28,5.85,14.18,93.12,73.09,USD,2025-07-10 13:00:00
1997,349,500,2025-02-15,completed,148.97,11.64,10.99,12.08,160.4,137.33,USD,2025-02-17 20:00:00
1998,181,108,2025-07-06,completed,288.83,68.86,17.6,5.47,243.04,219.97,USD,2025-07-06 20:00:00
1999,461,134,2026-07-21,completed,356.14,0.0,28.49,10.31,394.94,356.14,USD,2026-07-22 23:00:00
2000,424,640,2025-09-12,completed,363.49,40.13,25.87,13.79,363.02,323.36,USD,2025-09-14 04:00:00
2001,306,637,2026-07-11,completed,48.58,0.0,3.89,3.31,55.78,48.58,USD,2026-07-12 00:00:00
2002,375,447,2025-03-11,completed,169.14,12.88,12.5,0.21,168.97,156.26,USD,2025-03-12 22:00:00
2003,268,276,2026-02-03,completed,104.3,21.24,6.64,12.36,102.06,83.06,USD,2026-02-04 22:00:00
2004,236,321,2025-09-23,completed,142.81,28.07,9.18,10.84,134.76,114.74,USD,2025-09-24 09:00:00
2005,273,633,2025-07-01,completed,115.85,0.0,9.27,2.4,127.52,115.85,USD,2025-07-02 03:00:00
2006,423,158,2025-11-25,completed,50.93,0.0,4.07,7.34,62.34,50.93,USD,2025-11-26 10:00:00
2007,9,71,2026-01-08,pending,358.36,34.07,25.94,2.41,352.64,324.29,USD,2026-01-08 10:00:00
2008,51,223,2025-01-17,refunded,92.46,0.0,7.4,9.04,108.9,0.0,USD,2025-01-18 11:00:00
2009,238,152,2026-02-01,cancelled,105.83,0.0,8.47,9.71,124.01,105.83,USD,2026-02-01 23:00:00
2010,291,134,2025-07-02,completed,406.44,0.0,32.52,4.15,443.11,406.44,USD,2025-07-03 00:00:00
2011,90,372,2026-05-03,completed,42.89,9.17,2.7,11.71,48.13,33.72,USD,2026-05-03 17:00:00
2012,303,643,2025-04-18,pending,220.26,0.0,17.62,7.1,244.98,220.26,USD,2025-04-19 13:00:00
2013,13,554,2025-06-23,pending,315.13,59.59,20.44,10.6,286.58,255.54,USD,2025-06-23 00:00:00
2014,124,219,2026-08-14,refunded,386.25,0.0,30.9,9.6,426.75,0.0,USD,2026-08-14 04:00:00
2015,230,340,2025-05-30,cancelled,210.28,42.87,13.39,6.76,187.56,167.41,USD,2025-05-30 15:00:00
2016,25,376,2025-03-21,pending,263.98,0.0,21.12,4.39,289.49,263.98,USD,2025-03-22 17:00:00
2017,317,312,2025-12-01,completed,315.02,0.0,25.2,3.06,343.28,315.02,USD,2025-12-01 18:00:00
2018,268,775,2026-01-16,completed,150.64,0.0,12.05,11.19,173.88,150.64,USD,2026-01-17 11:00:00
2019,283,760,2025-12-10,completed,82.26,0.0,6.58,9.63,98.47,82.26,USD,2025-12-10 10:00:00
2020,257,796,2025-09-01,completed,425.82,62.57,29.06,4.21,396.52,363.25,USD,2025-09-02 06:00:00
2021,346,336,2025-03-07,completed,245.67,54.36,15.3,14.51,221.12,191.31,USD,2025-03-08 08:00:00
2022,327,634,2025-06-24,completed,169.0,20.02,11.92,12.16,173.06,148.98,USD,2025-06-24 23:00:00
2023,331,589,2025-02-04,completed,53.4,2.38,4.08,1.9,57.0,51.02,USD,2025-02-04 03:00:00
2024,107,640,2026-06-03,pending,18.36,0.98,1.39,2.44,21.21,17.38,USD,2026-06-04 20:00:00
2025,344,130,2025-06-07,completed,217.39,45.98,13.71,8.16,193.28,171.41,USD,2025-06-07 14:00:00
2026,90,756,2026-02-08,completed,16.96,0.04,1.35,1.54,19.81,16.92,USD,2026-02-09 10:00:00
2027,11,751,2025-06-07,completed,167.71,0.0,13.42,14.47,195.6,167.71,USD,2025-06-09 03:00:00
2028,489,638,2026-01-12,completed,95.9,0.0,7.67,9.57,113.14,95.9,USD,2026-01-12 07:00:00
2029,90,459,2025-02-25,completed,115.63,11.32,8.34,0.99,113.64,104.31,USD,2025-02-27 00:00:00
2030,57,361,2025-02-26,completed,366.0,73.22,23.42,6.65,322.85,292.78,USD,2025-02-27 02:00:00
2031,152,199,2025-07-11,pending,96.63,9.85,6.94,3.33,97.05,86.78,USD,2025-07-12 12:00:00
2032,500,49,2025-06-07,completed,173.66,0.0,13.89,7.36,194.91,173.66,USD,2025-06-07 05:00:00
2033,433,770,2025-07-15,completed,97.04,2.43,7.57,3.71,105.89,94.61,USD,2025-07-16 11:00:00
2034,360,167,2025-06-17,completed,203.94,0.0,16.32,12.48,232.74,203.94,USD,2025-06-18 03:00:00
2035,95,274,2026-02-26,completed,184.71,0.0,14.78,10.82,210.31,184.71,USD,2026-02-26 12:00:00
2036,315,356,2025-09-21,completed,167.79,37.37,10.43,13.6,154.45,130.42,USD,2025-09-22 14:00:00
2037,417,542,2025-04-04,completed,315.77,7.39,24.67,2.97,336.02,308.38,USD,2025-04-05 22:00:00
2038,170,213,2026-07-14,completed,42.99,0.0,3.44,5.78,52.21,42.99,USD,2026-07-15 04:00:00
2039,130,173,2026-01-21,pending,32.56,0.0,2.6,12.08,47.24,32.56,USD,2026-01-22 21:00:00
2040,434,264,2025-09-03,completed,62.46,15.3,3.77,5.61,56.54,47.16,USD,2025-09-04 00:00:00
2041,66,264,2025-11-06,completed,185.36,0.0,14.83,5.69,205.88,185.36,USD,2025-11-08 11:00:00
2042,456,48,2025-07-19,refunded,227.88,0.0,18.23,14.79,260.9,0.0,USD,2025-07-19 20:00:00
2043,240,313,2025-08-27,completed,6.54,0.85,0.46,11.56,17.71,5.69,USD,2025-08-29 09:00:00
2044,361,442,2025-02-13,refunded,225.88,31.87,15.52,12.91,222.44,0.0,USD,2025-02-14 03:00:00
2045,187,358,2026-05-20,completed,128.56,0.0,10.28,6.1,144.94,128.56,USD,2026-05-21 16:00:00
