payment_id,order_id,customer_id,amount,fee_amount,status,paid_at,method
1822,1984,211,236.9,7.17,refunded,2026-05-01 13:00:00,ach
1823,1985,85,198.16,6.05,captured,2026-08-23 09:00:00,wire
1824,1987,100,376.1,11.21,captured,2025-01-12 07:00:00,ach
1825,1988,43,169.1,5.2,captured,2026-01-27 05:00:00,wire
1826,1989,191,267.01,8.04,captured,2025-03-10 15:00:00,card
1827,1991,297,215.69,6.56,captured,2026-07-21 18:00:00,card
1828,1992,218,426.57,12.67,captured,2026-02-10 08:00:00,paypal
1829,1993,464,636.29,18.75,captured,2026-07-25 09:00:00,ach
1830,1994,85,58.91,2.01,captured,2025-01-23 11:00:00,wire
1831,1995,135,120.96,3.81,captured,2026-03-05 11:00:00,paypal
1832,1996,343,93.12,3.0,captured,2025-07-11 02:00:00,ach
1833,1997,349,160.4,4.95,captured,2025-02-17 22:00:00,card
1834,1998,181,243.04,7.35,captured,2025-07-07 19:00:00,ach
1835,1999,461,394.94,11.75,captured,2026-07-23 06:00:00,card
1836,2000,424,363.02,10.83,captured,2025-09-14 05:00:00,wire
1837,2001,306,55.78,1.92,captured,2026-07-12 15:00:00,ach
1838,2002,375,168.97,5.2,captured,2025-03-13 02:00:00,wire
1839,2003,268,102.06,3.26,captured,2026-02-05 00:00:00,card
1840,2004,236,134.76,4.21,captured,2025-09-25 00:00:00,paypal
1841,2005,273,127.52,4.0,captured,2025-07-02 05:00:00,wire
1842,2006,423,62.34,2.11,captured,2025-11-26 16:00:00,ach
1843,2008,51,54.45,1.88,captured,2025-01-18 15:00:00,ach
1844,2008,51,54.45,1.88,refunded,2025-01-18 18:00:00,ach
1845,2010,291,443.11,13.15,captured,2025-07-03 17:00:00,paypal
1846,2011,90,48.13,1.7,captured,2026-05-04 10:00:00,card
1847,2014,124,426.75,12.68,refunded,2026-08-14 22:00:00,wire
1848,2017,317,343.28,10.26,captured,2025-12-02 10:00:00,paypal
1849,2018,268,173.88,5.34,captured,2026-01-17 13:00:00,ach
1850,2019,283,98.47,3.16,captured,2025-12-11 06:00:00,ach
1851,2020,257,396.52,11.8,captured,2025-09-02 08:00:00,wire
1852,2021,346,221.12,6.71,captured,2025-03-08 12:00:00,paypal
1853,2022,327,173.06,5.32,captured,2025-06-25 15:00:00,paypal
1854,2023,331,57.0,1.95,captured,2025-02-04 16:00:00,ach
1855,2025,344,193.28,5.91,captured,2025-06-08 08:00:00,ach
1856,2026,90,19.81,0.87,captured,2026-02-09 14:00:00,ach
1857,2027,11,195.6,5.97,captured,2025-06-09 09:00:00,paypal
1858,2028,489,113.14,3.58,captured,2026-01-12 08:00:00,wire
1859,2029,90,113.64,3.6,captured,2025-02-27 04:00:00,card
1860,2030,57,322.85,9.66,captured,2025-02-27 15:00:00,wire
1861,2032,500,194.91,5.95,captured,2025-06-07 18:00:00,card
1862,2033,433,105.89,3.37,captured,2025-07-16 22:00:00,wire
1863,2034,360,116.37,3.67,captured,2025-06-18 07:00:00,wire
1864,2034,360,116.37,3.67,captured,2025-06-18 17:00:00,card
1865,2035,95,210.31,6.4,captured,2026-02-26 20:00:00,ach
1866,2036,315,154.45,4.78,captured,2025-09-22 16:00:00,wire
1867,2037,417,336.02,10.04,captured,2025-04-06 06:00:00,ach
1868,2038,170,52.21,1.81,captured,2026-07-15 23:00:00,paypal
1869,2040,434,56.54,1.94,captured,2025-09-04 16:00:00,ach
1870,2041,66,205.88,6.27,captured,2025-11-08 14:00:00,paypal
1871,2042,456,260.9,7.87,refunded,2025-07-20 08:00:00,card
1872,2043,240,17.71,0.81,captured,2025-08-30 03:00:00,card
1873,2044,361,222.44,6.75,refunded,2025-02-14 04:00:00,wire
1874,2045,187,144.94,4.5,captured,2026-05-21 16:00:00,card
1875,2046,355,476.17,14.11,captured,2025-08-22 21:00:00,ach
1876,2047,463,192.3,5.88,captured,2026-02-27 10:00:00,card
1877,2048,247,440.23,13.07,captured,2025-02-04 01:00:00,wire
1878,2049,107,384.69,11.46,refunded,2025-02-25 02:00:00,ach
1879,2050,39,151.53,4.69,captured,2025-08-11 20:00:00,paypal
1880,2051,463,318.68,9.54,refunded,2025-01-26 04:00:00,wire
1881,2052,500,113.57,3.59,captured,2026-08-13 13:00:00,ach
1882,2053,326,517.17,15.3,captured,2025-01-24 19:00:00,paypal
1883,2056,248,482.33,14.29,captured,2025-05-10 08:00:00,card
1884,2057,117,268.99,8.1,captured,2025-03-29 00:00:00,paypal
1885,2058,184,105.99,3.37,refunded,2025-07-03 01:00:00,wire
1886,2059,471,60.57,2.06,captured,2025-02-03 08:00:00,wire
1887,2060,389,56.29,1.93,captured,2025-12-14 19:00:00,ach
1888,2061,299,254.83,7.69,captured,2025-05-25 19:00:00,ach
1889,2063,424,70.88,2.36,captured,2025-03-12 16:00:00,card
1890,2064,315,251.6,7.6,captured,2026-07-02 00:00:00,card
1891,2066,38,181.04,5.55,captured,2025-12-20 00:00:00,paypal
1892,2068,119,46.12,1.64,captured,2025-10-26 17:00:00,card
1893,2069,385,139.29,4.34,captured,2026-06-04 12:00:00,card
1894,2070,48,263.76,7.95,captured,2026-03-13 19:00:00,ach
1895,2071,64,77.34,2.54,captured,2025-12-03 09:00:00,card
1896,2072,490,315.77,9.46,captured,2025-05-05 18:00:00,wire
1897,2073,201,345.91,10.33,captured,2026-06-02 13:00:00,paypal
1898,2074,64,13.54,0.69,captured,2025-01-16 08:00:00,wire
1899,2075,437,420.1,12.48,captured,2025-12-05 03:00:00,ach
1900,2076,484,127.91,4.01,captured,2026-01-11 19:00:00,paypal
1901,2076,484,127.9,4.01,captured,2026-01-12 07:00:00,card
1902,2078,57,61.69,2.09,captured,2025-04-08 19:00:00,ach
1903,2079,314,349.01,10.42,captured,2025-06-28 04:00:00,ach
1904,2080,432,68.91,2.3,captured,2025-01-10 01:00:00,paypal
1905,2081,483,240.81,7.28,captured,2025-06-01 03:00:00,wire
1906,2082,288,73.95,2.44,captured,2026-07-19 17:00:00,card
1907,2084,416,268.59,8.09,captured,2026-04-25 18:00:00,wire
1908,2085,81,123.46,3.88,captured,2026-07-22 07:00:00,ach
1909,2087,333,277.29,8.34,captured,2025-08-07 04:00:00,ach
1910,2088,385,80.21,2.63,captured,2026-07-01 00:00:00,card
1911,2090,366,100.18,3.21,captured,2025-02-13 02:00:00,ach
1912,2091,293,174.42,5.36,captured,2026-06-11 08:00:00,paypal
1913,2092,131,490.55,14.53,captured,2026-05-04 18:00:00,ach
1914,2093,243,450.44,13.36,refunded,2025-07-09 23:00:00,ach
1915,2095,422,58.62,2.0,captured,2025-07-05 08:00:00,wire
1916,2095,422,58.61,2.0,captured,2025-07-05 09:00:00,paypal
1917,2096,322,302.53,9.07,captured,2025-11-12 08:00:00,wire
1918,2097,161,259.83,7.84,captured,2026-04-21 02:00:00,wire
1919,2098,102,408.95,12.16,captured,2026-02-12 20:00:00,card
1920,2099,143,367.71,10.96,refunded,2026-08-12 23:00:00,ach
1921,2100,154,90.15,2.91,captured,2025-03-01 18:00:00,ach
1922,2102,267,272.68,8.21,captured,2026-07-07 08:00:00,wire
1923,2103,196,166.81,5.14,captured,2025-08-22 09:00:00,wire
1924,2104,441,29.46,1.15,captured,2025-04-01 20:00:00,wire
1925,2105,185,45.88,1.63,captured,2025-05-17 09:00:00,ach
1926,2106,399,272.82,8.21,captured,2026-07-29 02:00:00,paypal
1927,2107,321,171.63,5.28,captured,2025-01-09 07:00:00,wire
1928,2108,152,264.49,7.97,refunded,2025-02-26 19:00:00,paypal
1929,2109,481,68.99,2.3,captured,2025-02-13 04:00:00,card
1930,2110,345,278.17,8.37,captured,2025-04-16 14:00:00,paypal
1931,2111,495,240.51,7.27,captured,2026-04-26 08:00:00,paypal
1932,2112,1,294.77,8.85,captured,2025-02-06 04:00:00,paypal
1933,2113,141,121.54,3.82,captured,2026-08-11 02:00:00,wire
1934,2114,167,57.62,1.97,captured,2025-08-31 18:00:00,wire
1935,2114,167,57.62,1.97,captured,2025-09-01 06:00:00,wire
1936,2115,338,61.44,2.08,captured,2025-11-20 03:00:00,card
1937,2116,420,124.82,3.92,captured,2025-12-25 20:00:00,card
1938,2117,61,365.37,10.9,captured,2026-05-10 20:00:00,wire
1939,2118,76,432.8,12.85,captured,2026-01-18 10:00:00,wire
1940,2120,177,158.24,4.89,captured,2026-05-19 12:00:00,wire
1941,2121,350,497.44,14.73,refunded,2025-02-26 05:00:00,ach
1942,2122,1,531.28,15.71,captured,2025-11-18 16:00:00,card
1943,2123,262,120.01,3.78,captured,2026-06-12 08:00:00,ach
1944,2124,12,391.82,11.66,captured,2025-11-07 20:00:00,paypal
1945,2125,476,347.78,10.39,captured,2025-09-14 06:00:00,ach
1946,2127,89,47.97,1.69,captured,2026-04-23 04:00:00,wire
1947,2128,51,107.07,3.41,captured,2026-02-02 14:00:00,paypal
1948,2129,111,160.67,4.96,captured,2026-05-09 08:00:00,paypal
1949,2130,245,141.07,4.39,captured,2026-07-06 14:00:00,ach
1950,2131,309,78.87,2.59,captured,2025-12-26 13:00:00,ach
1951,2131,309,78.87,2.59,refunded,2025-12-27 01:00:00,ach
1952,2132,451,440.18,13.07,captured,2025-08-06 22:00:00,card
1953,2133,439,73.59,2.43,captured,2025-12-28 20:00:00,paypal
1954,2133,439,73.6,2.43,captured,2025-12-29 18:00:00,wire
1955,2134,43,214.38,6.52,captured,2025-08-08 08:00:00,paypal
1956,2136,435,169.49,5.22,captured,2025-07-30 13:00:00,card
1957,2138,335,155.29,4.8,captured,2025-05-19 22:00:00,ach
1958,2140,85,256.37,7.73,captured,2025-12-11 22:00:00,paypal
1959,2141,31,22.75,0.96,captured,2025-03-25 00:00:00,ach
1960,2142,145,191.27,5.85,refunded,2025-03-09 11:00:00,wire
1961,2143,1,113.71,3.6,captured,2026-04-19 11:00:00,paypal
1962,2144,98,87.6,2.84,captured,2026-05-22 17:00:00,paypal
1963,2145,275,264.93,7.98,captured,2025-07-11 12:00:00,paypal
1964,2147,253,168.09,5.17,captured,2025-10-11 17:00:00,wire
1965,2148,363,21.39,0.92,captured,2025-04-18 11:00:00,wire
1966,2148,363,21.4,0.92,captured,2025-04-18 20:00:00,card
1967,2149,38,450.95,13.38,refunded,2026-06-18 06:00:00,wire
1968,2150,153,199.61,6.09,captured,2025-02-13 00:00:00,card
1969,2151,330,199.21,6.08,captured,2025-11-03 04:00:00,wire
1970,2152,28,243.6,7.36,captured,2025-08-20 22:00:00,wire
1971,2153,292,16.26,0.77,captured,2025-10-13 12:00:00,ach
1972,2154,85,485.67,14.38,captured,2026-04-06 12:00:00,wire
1973,2155,210,123.71,3.89,captured,2025-06-11 00:00:00,card
1974,2156,315,462.15,13.7,captured,2026-07-08 22:00:00,wire
1975,2157,494,131.79,4.12,captured,2026-08-18 17:00:00,card
1976,2159,276,235.27,7.12,captured,2025-08-24 04:00:00,wire
1977,2160,269,648.45,19.11,captured,2025-05-24 20:00:00,card
1978,2161,32,348.15,10.4,captured,2026-05-11 08:00:00,paypal
1979,2162,307,225.42,6.84,captured,2026-03-18 16:00:00,paypal
1980,2164,344,195.81,5.98,captured,2026-02-22 09:00:00,paypal
1981,2165,104,448.35,13.3,captured,2025-08-13 01:00:00,ach
1982,2166,63,316.84,9.49,captured,2026-02-19 19:00:00,ach
1983,2167,36,46.8,1.66,captured,2026-05-14 07:00:00,paypal
1984,2168,230,42.16,1.52,captured,2025-09-30 00:00:00,paypal
1985,2168,230,42.15,1.52,captured,2025-09-30 18:00:00,paypal
1986,2169,119,243.08,7.35,captured,2026-02-10 00:00:00,wire
1987,2170,232,79.88,2.62,captured,2025-12-11 17:00:00,card
1988,2171,448,181.6,5.57,captured,2025-02-15 02:00:00,card
1989,2172,418,129.68,4.06,captured,2025-02-08 12:00:00,ach
1990,2172,418,129.68,4.06,captured,2025-02-07 21:00:00,ach
1991,2173,376,247.98,7.49,captured,2025-06-12 04:00:00,wire
1992,2175,57,73.21,2.42,captured,2025-04-26 14:00:00,paypal
1993,2177,11,589.45,17.39,captured,2026-01-05 20:00:00,paypal
1994,2178,62,143.74,4.47,captured,2025-01-27 22:00:00,paypal
1995,2179,151,318.07,9.52,captured,2026-07-04 08:00:00,card
1996,2180,348,248.18,7.5,captured,2025-07-06 09:00:00,ach
1997,2181,395,110.9,3.52,captured,2026-08-24 09:00:00,wire
1998,2182,310,335.3,10.02,captured,2025-05-20 06:00:00,ach
1999,2183,129,42.18,1.52,captured,2025-02-23 12:00:00,card
2000,2184,359,297.62,8.93,captured,2025-03-22 17:00:00,paypal
2001,2185,499,221.96,6.74,captured,2025-08-25 10:00:00,wire
2002,2187,381,77.59,2.55,captured,2025-12-04 12:00:00,paypal
2003,2188,438,123.95,3.89,captured,2025-03-20 11:00:00,paypal
2004,2190,439,149.91,4.65,captured,2025-10-26 04:00:00,wire
2005,2191,149,137.56,4.29,captured,2025-11-28 03:00:00,wire
2006,2192,154,125.2,3.93,captured,2026-05-26 07:00:00,card
2007,2193,88,38.41,1.41,captured,2025-01-30 17:00:00,ach
2008,2194,92,29.63,1.16,captured,2025-01-04 06:00:00,wire
2009,2194,92,29.63,1.16,captured,2025-01-04 03:00:00,wire
2010,2196,464,106.93,3.4,captured,2025-03-08 20:00:00,paypal
2011,2197,111,155.79,4.82,captured,2026-02-22 08:00:00,paypal
2012,2198,357,113.33,3.59,captured,2025-07-29 06:00:00,ach
2013,2199,39,465.64,13.8,refunded,2025-08-25 22:00:00,card
2014,2200,486,91.98,2.97,captured,2025-04-03 09:00:00,ach
2015,2201,263,40.51,1.47,captured,2026-04-15 15:00:00,wire
2016,2201,263,40.51,1.47,captured,2026-04-16 05:00:00,card
2017,2202,249,268.02,8.07,captured,2025-04-21 20:00:00,card
2018,2203,180,181.66,5.57,captured,2025-01-07 21:00:00,card
2019,2204,482,268.36,8.08,captured,2025-12-28 11:00:00,ach
2020,2206,62,310.27,9.3,captured,2025-04-16 11:00:00,paypal
2021,2207,282,54.86,1.89,captured,2025-05-14 12:00:00,ach
2022,2208,296,208.63,6.35,captured,2026-01-25 04:00:00,paypal
2023,2209,374,107.61,3.42,captured,2026-04-03 15:00:00,card
2024,2210,249,29.98,1.17,captured,2026-07-11 22:00:00,card
2025,2211,140,253.17,7.64,captured,2026-08-22 02:00:00,card
2026,2212,2,255.76,7.72,captured,2025-05-22 20:00:00,paypal
2027,2213,494,179.69,5.51,captured,2025-05-12 03:00:00,ach
2028,2214,97,308.68,9.25,captured,2025-05-11 17:00:00,ach
2029,2215,176,93.98,3.03,captured,2025-04-24 21:00:00,wire
2030,2216,77,261.34,7.88,captured,2025-01-07 10:00:00,wire
2031,2217,118,162.7,5.02,captured,2025-12-26 01:00:00,ach
2032,2218,31,172.52,5.3,captured,2025-01-10 14:00:00,paypal
2033,2219,171,21.34,0.92,captured,2025-01-27 00:00:00,paypal
2034,2219,171,21.35,0.92,captured,2025-01-26 16:00:00,paypal
2035,2220,475,344.59,10.29,captured,2025-08-31 20:00:00,paypal
2036,2221,112,199.1,6.07,captured,2026-05-08 08:00:00,card
2037,2222,483,222.73,6.76,captured,2025-10-25 14:00:00,paypal
2038,2224,446,194.84,5.95,captured,2025-04-23 18:00:00,wire
2039,2225,311,168.61,5.19,captured,2026-02-20 15:00:00,card
2040,2226,495,244.03,7.38,captured,2025-07-19 06:00:00,ach
2041,2227,276,186.43,5.71,captured,2026-08-31 09:00:00,card
2042,2228,416,519.14,15.36,captured,2025-03-28 03:00:00,ach
2043,2229,19,423.82,12.59,captured,2026-04-23 04:00:00,ach
2044,2230,467,144.47,4.49,captured,2026-02-20 21:00:00,ach
2045,2231,10,227.34,6.89,captured,2025-08-13 15:00:00,wire
2046,2232,99,114.74,3.63,captured,2025-08-28 05:00:00,ach
2047,2233,370,337.16,10.08,captured,2026-08-08 09:00:00,wire
2048,2234,129,135.24,4.22,captured,2026-03-22 18:00:00,card
2049,2235,21,98.85,3.17,captured,2025-01-27 13:00:00,wire
2050,2236,432,228.08,6.91,captured,2025-12-03 19:00:00,ach
2051,2237,257,401.68,11.95,captured,2026-03-27 15:00:00,ach
2052,2238,240,181.91,5.58,captured,2025-08-20 18:00:00,paypal
2053,2238,240,181.9,5.58,captured,2025-08-21 00:00:00,ach
2054,2239,159,114.5,3.62,captured,2026-02-27 10:00:00,ach
2055,2240,359,492.67,14.59,captured,2026-01-18 04:00:00,wire
2056,2241,158,91.79,2.96,captured,2025-07-20 06:00:00,paypal
2057,2242,281,62.55,2.11,captured,2025-01-05 20:00:00,paypal
2058,2242,281,62.56,2.11,refunded,2025-01-05 18:00:00,paypal
2059,2243,66,254.53,7.68,captured,2025-01-23 13:00:00,card
2060,2245,15,184.45,5.65,captured,2026-04-18 14:00:00,paypal
2061,2246,143,155.55,4.81,captured,2025-08-17 03:00:00,card
2062,2247,191,503.44,14.9,captured,2025-10-19 20:00:00,paypal
2063,2248,375,87.13,2.83,captured,2025-11-10 02:00:00,ach
2064,2249,412,90.52,2.93,captured,2026-06-22 18:00:00,wire
2065,2251,463,158.2,4.89,captured,2025-12-14 18:00:00,paypal
2066,2252,180,300.96,9.03,captured,2025-12-06 13:00:00,card
2067,2253,248,119.5,3.77,captured,2025-03-24 08:00:00,ach
2068,2254,309,56.1,1.93,captured,2026-03-05 00:00:00,paypal
2069,2254,309,56.1,1.93,captured,2026-03-04 23:00:00,paypal
2070,2255,89,395.61,11.77,captured,2026-07-06 16:00:00,ach
2071,2256,210,623.62,18.38,captured,2025-03-09 17:00:00,card
2072,2257,450,191.09,5.84,captured,2025-02-13 11:00:00,ach
2073,2257,450,191.08,5.84,captured,2025-02-14 00:00:00,wire
2074,2258,238,130.53,4.09,captured,2025-10-26 15:00:00,card
2075,2260,339,98.88,3.17,captured,2025-02-21 00:00:00,paypal
2076,2261,85,97.35,3.12,captured,2026-03-28 23:00:00,paypal
2077,2262,229,105.86,3.37,captured,2025-05-24 16:00:00,wire
2078,2263,184,140.98,4.39,captured,2025-04-25 13:00:00,wire
2079,2264,475,209.32,6.37,captured,2025-04-28 10:00:00,wire
2080,2265,168,190.16,5.81,captured,2025-11-16 14:00:00,card
2081,2266,243,297.05,8.91,captured,2025-12-31 20:00:00,ach
2082,2267,346,218.29,6.63,captured,2025-10-11 02:00:00,wire
2083,2268,481,286.92,8.62,captured,2026-01-06 04:00:00,paypal
2084,2269,274,317.88,9.52,captured,2026-05-05 13:00:00,wire
2085,2270,424,97.37,3.12,captured,2026-05-21 09:00:00,card
2086,2271,59,169.43,5.21,captured,2026-03-21 08:00:00,paypal
2087,2272,446,1044.93,30.6,captured,2025-11-14 21:00:00,ach
2088,2273,104,98.32,3.15,captured,2025-05-14 14:00:00,card
2089,2274,382,297.64,8.93,captured,2026-03-31 03:00:00,card
2090,2275,268,62.84,2.12,captured,2026-02-16 14:00:00,card
2091,2276,303,300.99,9.03,captured,2026-06-27 13:00:00,paypal
2092,2277,47,78.43,2.57,captured,2026-03-12 00:00:00,card
2093,2278,267,94.69,3.05,captured,2025-03-25 16:00:00,ach
2094,2278,267,94.7,3.05,captured,2025-03-25 08:00:00,wire
2095,2279,44,54.74,1.89,refunded,2025-12-15 00:00:00,card
2096,2280,276,174.82,5.37,captured,2026-03-15 10:00:00,wire
2097,2281,204,181.68,5.57,captured,2026-08-30 01:00:00,wire
2098,2282,101,163.2,5.03,captured,2025-07-19 11:00:00,card
2099,2283,246,212.63,6.47,captured,2026-06-07 21:00:00,card
2100,2284,108,376.2,11.21,captured,2025-06-21 09:00:00,wire
2101,2285,42,82.38,2.69,captured,2025-08-19 01:00:00,wire
2102,2286,18,170.92,5.26,captured,2026-08-09 22:00:00,card
2103,2287,171,60.59,2.06,captured,2025-04-10 23:00:00,paypal
2104,2288,373,18.36,0.83,captured,2025-05-07 09:00:00,card
2105,2288,373,18.36,0.83,captured,2025-05-07 05:00:00,paypal
2106,2289,289,210.54,6.41,captured,2026-05-24 03:00:00,ach
2107,2290,63,71.77,2.38,captured,2026-07-11 14:00:00,wire
2108,2291,222,181.08,5.55,captured,2025-03-07 00:00:00,paypal
2109,2292,292,213.17,6.48,captured,2026-05-16 02:00:00,ach
2110,2293,117,35.22,1.32,captured,2025-12-26 10:00:00,ach
2111,2294,69,219.2,6.66,captured,2026-06-18 15:00:00,wire
2112,2295,125,341.81,10.21,captured,2025-11-01 10:00:00,card
2113,2296,34,280.56,8.44,captured,2025-12-24 22:00:00,paypal
2114,2297,122,90.86,2.93,captured,2025-05-23 04:00:00,card
2115,2298,267,181.54,5.56,captured,2025-12-23 04:00:00,wire
2116,2299,401,171.75,5.28,captured,2025-09-13 19:00:00,paypal
2117,2300,437,157.7,4.87,captured,2025-09-03 07:00:00,ach
2118,2301,337,59.22,2.02,captured,2025-06-22 11:00:00,ach
2119,2302,179,84.7,2.76,captured,2025-09-04 04:00:00,wire
2120,2303,467,140.65,4.38,refunded,2025-04-15 11:00:00,card
2121,2306,6,36.18,1.35,captured,2025-08-26 16:00:00,card
2122,2307,217,126.07,3.96,captured,2026-08-18 19:00:00,wire
2123,2309,339,208.43,6.34,captured,2026-03-03 20:00:00,ach
2124,2310,74,207.67,6.32,captured,2026-08-31 17:00:00,wire
2125,2311,273,100.72,3.22,refunded,2026-06-10 15:00:00,wire
2126,2312,158,129.6,4.06,captured,2025-08-05 04:00:00,wire
2127,2313,248,25.06,1.03,captured,2025-11-21 13:00:00,card
2128,2316,18,209.99,6.39,captured,2025-06-19 03:00:00,wire
2129,2317,427,114.67,3.63,captured,2025-11-18 00:00:00,ach
2130,2318,357,163.36,5.04,captured,2025-01-16 15:00:00,wire
2131,2319,461,184.69,5.66,captured,2026-06-19 16:00:00,card
2132,2320,328,117.49,3.71,captured,2025-12-27 07:00:00,card
2133,2321,490,193.24,5.9,captured,2025-06-06 20:00:00,card
2134,2322,105,180.87,5.55,captured,2025-10-19 10:00:00,card
2135,2323,4,139.35,4.34,captured,2025-01-20 20:00:00,ach
2136,2325,330,119.33,3.76,refunded,2025-11-22 11:00:00,ach
2137,2326,344,121.3,3.82,captured,2025-01-06 11:00:00,paypal
2138,2327,146,102.73,3.28,captured,2025-10-09 19:00:00,paypal
2139,2328,169,39.87,1.46,captured,2025-02-13 08:00:00,card
2140,2329,340,339.45,10.14,captured,2025-08-24 13:00:00,wire
2141,2330,204,363.47,10.84,captured,2026-06-08 22:00:00,wire
2142,2331,39,159.78,4.93,captured,2026-02-01 17:00:00,ach
2143,2332,147,207.36,6.31,captured,2025-10-21 13:00:00,card
2144,2333,193,250.62,7.57,captured,2025-11-08 03:00:00,card
2145,2336,247,276.37,8.31,refunded,2025-05-19 16:00:00,paypal
2146,2338,68,309.0,9.26,captured,2026-07-17 07:00:00,paypal
2147,2341,440,830.67,24.39,captured,2025-01-22 04:00:00,card
2148,2342,149,342.88,10.24,captured,2025-11-11 16:00:00,card
2149,2343,153,157.61,4.87,captured,2026-05-21 07:00:00,paypal
2150,2344,202,81.46,2.66,captured,2025-05-16 06:00:00,wire
2151,2345,181,93.61,3.01,captured,2026-08-01 03:00:00,card
2152,2345,181,93.61,3.01,captured,2026-07-31 23:00:00,wire
2153,2346,297,326.55,9.77,captured,2026-08-20 16:00:00,paypal
2154,2347,362,292.37,8.78,refunded,2025-09-18 04:00:00,wire
2155,2348,483,40.45,1.47,captured,2026-06-27 21:00:00,wire
2156,2349,445,43.21,1.55,captured,2025-02-18 23:00:00,card
2157,2350,131,47.06,1.66,captured,2025-11-15 13:00:00,wire
2158,2351,302,195.71,5.98,captured,2025-06-28 06:00:00,card
2159,2352,165,54.22,1.87,captured,2026-01-18 08:00:00,ach
2160,2355,498,372.95,11.12,captured,2026-03-21 09:00:00,card
2161,2356,187,206.39,6.29,captured,2025-05-07 16:00:00,card
2162,2357,373,77.99,2.56,captured,2026-05-30 01:00:00,card
2163,2357,373,77.99,2.56,refunded,2026-05-30 03:00:00,paypal
2164,2359,184,571.85,16.88,captured,2025-06-05 01:00:00,ach
2165,2361,134,46.83,1.66,captured,2025-07-13 18:00:00,ach
2166,2362,371,86.93,2.82,captured,2025-11-30 02:00:00,paypal
2167,2363,465,67.99,2.27,captured,2026-01-06 21:00:00,card
2168,2364,59,94.77,3.05,captured,2026-05-12 03:00:00,ach
2169,2366,446,109.79,3.48,captured,2025-10-03 15:00:00,wire
2170,2366,446,109.79,3.48,captured,2025-10-03 03:00:00,card
2171,2367,190,62.98,2.13,captured,2025-09-28 06:00:00,wire
2172,2368,420,63.76,2.15,captured,2026-06-09 23:00:00,card
2173,2370,95,101.64,3.25,captured,2025-05-13 08:00:00,ach
2174,2371,377,97.12,3.12,captured,2025-03-05 17:00:00,card
2175,2373,64,407.93,12.13,captured,2025-04-13 02:00:00,card
2176,2375,52,287.13,8.63,refunded,2025-03-15 15:00:00,paypal
2177,2376,392,212.13,6.45,captured,2025-04-11 13:00:00,ach
2178,2376,392,212.14,6.45,captured,2025-04-11 15:00:00,ach
2179,2378,230,529.39,15.65,captured,2026-01-03 18:00:00,paypal
2180,2380,101,32.01,1.23,captured,2025-02-28 08:00:00,wire
2181,2380,101,32.0,1.23,captured,2025-02-28 09:00:00,wire
2182,2381,254,44.94,1.6,refunded,2026-02-03 03:00:00,ach
2183,2382,400,77.71,2.55,captured,2025-04-15 15:00:00,card
2184,2383,260,388.91,11.58,captured,2025-11-26 00:00:00,wire
2185,2385,301,138.72,4.32,captured,2025-09-19 01:00:00,card
2186,2386,484,121.44,3.82,captured,2025-07-08 20:00:00,wire
2187,2386,484,121.44,3.82,captured,2025-07-09 11:00:00,card
2188,2388,77,208.56,6.35,captured,2026-05-02 12:00:00,paypal
2189,2389,99,204.26,6.22,captured,2026-05-29 21:00:00,wire
2190,2391,136,66.67,2.23,captured,2025-06-17 17:00:00,paypal
2191,2392,368,175.54,5.39,captured,2025-08-22 10:00:00,ach
2192,2393,497,188.55,5.77,captured,2025-04-15 14:00:00,card
2193,2394,287,304.06,9.12,captured,2025-08-25 22:00:00,card
2194,2395,446,79.25,2.6,captured,2025-06-02 17:00:00,card
2195,2396,217,81.94,2.68,captured,2025-10-20 01:00:00,ach
2196,2397,345,525.83,15.55,captured,2026-03-07 16:00:00,card
2197,2398,351,341.59,10.21,captured,2025-09-09 07:00:00,wire
2198,2399,147,153.64,4.76,captured,2026-03-18 12:00:00,paypal
2199,2401,268,69.28,2.31,captured,2025-10-29 03:00:00,wire
2200,2402,289,153.0,4.74,captured,2025-07-19 04:00:00,card
2201,2404,160,69.46,2.31,captured,2025-01-13 15:00:00,paypal
2202,2404,160,69.46,2.31,captured,2025-01-13 00:00:00,paypal
2203,2407,66,339.56,10.15,captured,2025-03-05 15:00:00,paypal
2204,2408,273,130.48,4.08,captured,2025-10-17 05:00:00,ach
2205,2409,310,57.39,1.96,captured,2025-03-23 04:00:00,ach
2206,2410,399,54.85,1.89,captured,2025-08-17 23:00:00,card
2207,2411,427,21.33,0.92,captured,2025-06-14 11:00:00,wire
2208,2412,327,465.75,13.81,captured,2025-05-10 01:00:00,wire
2209,2413,7,253.03,7.64,captured,2025-11-10 00:00:00,wire
2210,2414,249,247.17,7.47,refunded,2026-06-28 17:00:00,wire
2211,2415,104,124.48,3.91,captured,2026-02-03 12:00:00,paypal
2212,2416,10,113.42,3.59,captured,2025-05-27 07:00:00,ach
2213,2417,462,271.89,8.18,captured,2026-06-01 10:00:00,paypal
2214,2418,84,32.18,1.23,captured,2026-07-16 14:00:00,card
2215,2419,123,133.19,4.16,refunded,2026-04-05 00:00:00,paypal
2216,2420,169,306.11,9.18,captured,2025-05-14 19:00:00,paypal
2217,2421,233,137.99,4.3,captured,2025-04-14 23:00:00,card
2218,2422,301,227.44,6.9,captured,2026-08-15 00:00:00,card
2219,2423,156,139.22,4.34,captured,2026-06-25 23:00:00,card
