remote_id,remote_brand_id,remote_created,remote_gateway_id,transaction_type,status,errordesc,psp,pp,paymentmethod,country,card_bin,source
21838,1051,1778406918,4,api_sale,2,,LegacyPSP-B,,,FR,,CY
6414,1018,1778407369,10,withdrawal,3,Invalid CVV,,,,DE,,CY
18619,1049,1778407506,4,withdrawal,12,,,,,CA,FR,CY
23765,1073,1778407739,9,refund,2,,,,,ES,PL,CY
27576,1058,1778407981,11,capture,3,Invalid CVV,,,wallet,PL,,CY
17624,1004,1778408052,10,withdrawal,3,Transaction timed out. Old status pending. New status declined.,,,,MX,,CY
20658,1018,1778408711,8,deposit,2,,,,,DE,ES,CY
27552,1073,1778410531,9,authorization,3,Transaction timed out. Old status pending. New status declined.,LegacyPSP-A,PP-Fallback,bank_transfer,ES,ES,CY
26742,1010,1778411595,5,withdrawal,3,Issuer unavailable,,,card,NL,,CY
1093,1036,1778412907,1,refund,3,Transaction timed out. Old status pending. New status declined.,,,,MX,,BR
940,1030,1778412957,6,sale,2,,LegacyPSP-A,,,CA,,CY
9102,1005,1778413513,10,api_sale,2,,,,,CA,BR,CY
14762,1029,1778415344,3,sale,4,,,PP-Fallback,,MX,PL,CY
3218,1048,1778415595,10,deposit,3,Insufficient funds,,,,PL,,CY
27650,1037,1778417034,2,capture,4,,,,,MX,ES,BR
1605,1004,1778417674,10,deposit,2,,,,bank_transfer,MX,,CY
23991,1018,1778417718,10,api_sale,12,,LegacyPSP-A,,,DE,,CY
2306,1059,1778419221,9,capture,3,Invalid CVV,,,,US,PL,CY
26604,1062,1778420163,7,authorization,2,,,,,PL,DE,CY
768,1031,1778420357,4,deposit,2,,,,wallet,MX,DE,CY
16073,1075,1778420705,6,api_sale,12,,,,,FR,NL,CY
16279,1038,1778422225,5,payout,4,,,,,DE,,CY
3930,1012,1778422929,5,capture,3,Transaction timed out. Old status pending. New status declined.,LegacyPSP-A,,,MX,,CY
9715,1010,1778424375,8,deposit,3,Issuer unavailable,,,wallet,NL,,CY
17325,1011,1778424567,14,withdrawal,1,,,,,CA,ES,CY
403,1004,1778425775,8,sale,1,,LegacyPSP-A,,,MX,,CY
27278,1011,1778426425,14,capture,2,,,,,CA,FR,CY
26344,1017,1778426985,1,refund,12,,,,,BR,PL,CY
24714,1010,1778427774,4,api_sale,2,,,,,NL,MX,CY
27628,1012,1778428102,9,payout,4,,,PP-Fallback,,MX,NL,CY
25342,1010,1778430308,8,deposit,2,,,,,NL,CA,CY
135,1052,1778430701,6,capture,4,,LegacyPSP-B,PP-Fallback,,CA,,BR
11003,1030,1778431083,3,payout,4,,,,bank_transfer,CA,,CY
10843,1009,1778431392,1,payout,12,,,,,CA,US,CY
6520,1059,1778431636,14,refund,12,,,,,US,DE,CY
10667,1009,1778432599,4,withdrawal,3,Suspected fraud,LegacyPSP-B,,,CA,,CY
474,1029,1778433514,6,capture,4,,,,,MX,FR,CY
28381,1007,1778433931,2,sale,2,,,,,DE,NL,CY
4728,1011,1778434068,14,api_sale,4,,LegacyPSP-B,,,CA,,CY
8861,1074,1778435389,2,deposit,4,,LegacyPSP-A,,,ES,,CY
16596,1011,1778437750,14,authorization,2,,,,card,CA,CA,CY
15257,1011,1778437808,14,authorization,2,,,,,CA,,CY
6889,1059,1778438471,9,authorization,3,Suspected fraud,,,,US,NL,BR
15297,1073,1778438648,9,withdrawal,4,,,,,ES,DE,CY
7436,1015,1778439055,10,api_sale,3,Transaction timed out. Old status pending. New status declined.,,,card,PL,CA,CY
16459,1049,1778439116,11,authorization,3,Card expired,,,,CA,FR,CY
4821,1058,1778439188,4,deposit,12,,LegacyPSP-B,PP-Fallback,wallet,PL,PL,CY
7039,1055,1778439371,4,refund,3,Card expired,,,,ES,FR,CY
9824,1018,1778439416,10,sale,2,,,,,DE,,CY
11938,1018,1778441640,8,payout,2,,,,,DE,FR,CY
4408,1009,1778445140,1,capture,4,,LegacyPSP-A,,,CA,,CY
13131,1051,1778445829,1,sale,4,,,PP-Fallback,,FR,NL,CY
4857,1018,1778445974,10,sale,2,,,PP-Fallback,,DE,PL,CY
28565,1017,1778447277,6,refund,2,,LegacyPSP-B,PP-Fallback,,BR,,CY
13617,1072,1778447511,10,withdrawal,2,,,PP-Fallback,,CA,US,CY
28623,1046,1778448057,12,authorization,4,,,,,NL,PL,CY
16035,1004,1778448076,13,capture,4,,,,,MX,FR,CY
5813,1011,1778448605,14,capture,4,,,,,CA,,CY
27299,1018,1778448853,10,payout,4,,LegacyPSP-A,,,DE,US,CY
21478,1073,1778449449,9,sale,2,,,PP-Fallback,bank_transfer,ES,BR,CY
21450,1004,1778450328,9,deposit,3,Do not honor,,,bank_transfer,MX,,CY
7737,1030,1778450539,6,withdrawal,4,,,,,CA,NL,CY
9631,1067,1778451922,9,capture,4,,,,,CA,ES,CY
1076,1029,1778452096,13,sale,4,,LegacyPSP-A,,card,MX,BR,CY
5327,1053,1778452292,11,payout,2,,,,,NL,ES,CY
9211,1015,1778452470,10,deposit,2,,,PP-Fallback,,PL,CA,CY
3194,1054,1778452842,14,sale,3,Transaction timed out. Old status pending_async. New status declined.,,,wallet,BR,BR,CY
8998,1020,1778453420,9,payout,2,,,,wallet,CA,,CY
26560,1018,1778453496,10,withdrawal,12,,LegacyPSP-A,,,DE,,CY
19573,1031,1778454864,2,refund,2,,,,,MX,,BR
9482,1030,1778454942,3,capture,3,Insufficient funds,,,,CA,MX,CY
24028,1010,1778457482,5,deposit,2,,LegacyPSP-A,,,NL,ES,CY
5855,1017,1778458185,1,withdrawal,4,,LegacyPSP-A,,,BR,,CY
12806,1015,1778458580,10,api_sale,1,,,,,PL,,CY
16618,1007,1778460035,2,payout,2,,LegacyPSP-B,,,DE,GB,CY
28998,1008,1778462085,5,api_sale,4,,,,,NL,US,CY
29565,1036,1778462538,1,deposit,3,Do not honor,,,,MX,ES,CY
11977,1070,1778463036,9,authorization,2,,,,,FR,,CY
9702,1010,1778463069,4,withdrawal,3,Invalid CVV,LegacyPSP-A,,card,NL,,CY
6498,1003,1778464538,8,payout,4,,,,,US,NL,BR
1523,1004,1778466363,9,authorization,3,Do not honor,LegacyPSP-B,,card,MX,PL,CY
197,1004,1778466876,9,payout,12,,,,bank_transfer,MX,US,CY
24239,1031,1778466954,14,payout,2,,,,,MX,,CY
19610,1010,1778467559,4,api_sale,2,,LegacyPSP-A,PP-Fallback,,NL,US,CY
23451,1051,1778468111,4,sale,4,,LegacyPSP-A,,,FR,,CY
19669,1073,1778468563,9,api_sale,3,Suspected fraud,,PP-Fallback,,ES,,CY
12599,1011,1778468660,14,refund,3,Insufficient funds,,PP-Fallback,,CA,,CY
14750,1073,1778468730,9,payout,12,,,,,ES,,CY
29974,1010,1778469252,6,refund,3,Issuer unavailable,LegacyPSP-A,,,NL,ES,CY
3605,1064,1778469319,12,sale,12,,,PP-Fallback,,BR,US,CY
4862,1010,1778469611,6,refund,3,Issuer unavailable,LegacyPSP-A,PP-Fallback,,NL,,CY
16509,1076,1778469957,6,withdrawal,2,,,,,BR,,CY
22722,1031,1778471106,14,api_sale,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-A,,,MX,PL,CY
12683,1030,1778474366,8,authorization,3,Invalid CVV,,,,CA,PL,CY
2368,1015,1778474518,10,refund,4,,,,,PL,DE,BR
5178,1012,1778475764,5,capture,3,Do not honor,LegacyPSP-B,,,MX,,CY
17226,1030,1778476149,3,payout,4,,,,,CA,ES,CY
7241,1010,1778476393,4,authorization,12,,,,card,NL,GB,CY
17747,1009,1778477120,1,capture,3,Insufficient funds,,,,CA,US,CY
22484,1011,1778477558,14,withdrawal,2,,,,,CA,DE,CY
14258,1036,1778477953,3,deposit,3,Card expired,,,,MX,PL,CY
20665,1035,1778478471,11,refund,4,,,,,PL,,CY
15848,1052,1778479582,6,payout,3,Do not honor,,,,CA,US,CY
27790,1036,1778480417,11,payout,4,,,,,MX,DE,CY
11126,1044,1778480618,12,withdrawal,3,Invalid CVV,,,,US,US,CY
23588,1029,1778481217,6,sale,2,,,,,MX,,CY
21102,1020,1778481847,13,payout,4,,,,,CA,ES,CY
3148,1058,1778482205,4,withdrawal,12,,,,,PL,BR,CY
27431,1004,1778482829,13,capture,3,Card expired,,,,MX,ES,CY
15737,1061,1778483041,1,api_sale,3,Invalid CVV,,,card,DE,,CY
24599,1030,1778484497,6,api_sale,3,Invalid CVV,,,,CA,DE,CY
18282,1074,1778484819,13,authorization,12,,LegacyPSP-B,,,ES,PL,CY
24569,1073,1778484923,9,sale,3,Invalid CVV,LegacyPSP-B,,,ES,GB,CY
25316,1059,1778484928,9,refund,12,,,PP-Fallback,,US,US,CY
860,1009,1778485551,1,payout,12,,,,bank_transfer,CA,,CY
9741,1059,1778485558,12,api_sale,12,,,,,US,,CY
10641,1038,1778485583,1,payout,3,Issuer unavailable,,,,DE,PL,CY
29795,1071,1778486481,6,payout,4,,,,,DE,US,CY
21409,1030,1778486848,3,payout,3,Card expired,,,,CA,,CY
17220,1059,1778487225,9,authorization,12,,,,,US,,BR
18835,1031,1778487787,14,deposit,2,,,,,MX,,CY
27857,1065,1778487903,5,refund,12,,,,,DE,PL,CY
12210,1015,1778488198,10,deposit,3,Issuer unavailable,,,,PL,US,CY
13920,1009,1778489163,4,withdrawal,12,,,,,CA,,CY
6840,1018,1778489529,8,deposit,3,Do not honor,,,wallet,DE,,CY
9849,1000,1778489629,7,deposit,3,Do not honor,LegacyPSP-A,,wallet,BR,,CY
10681,1031,1778489719,14,withdrawal,2,,,,,MX,DE,CY
14246,1052,1778490051,11,withdrawal,4,,,,,CA,GB,CY
7206,1075,1778490660,6,authorization,12,,LegacyPSP-A,,,FR,FR,CY
6170,1058,1778491127,3,payout,4,,LegacyPSP-B,,,PL,FR,CY
16838,1053,1778491392,11,api_sale,4,,LegacyPSP-B,,,NL,MX,CY
11143,1041,1778491870,11,withdrawal,12,,LegacyPSP-B,,,BR,,CY
5450,1073,1778492547,9,deposit,3,Suspected fraud,,,bank_transfer,ES,CA,CY
19617,1010,1778493578,4,sale,4,,,PP-Fallback,,NL,FR,CY
20729,1018,1778493675,10,deposit,3,Transaction timed out. Old status pending. New status declined.,,,,DE,DE,CY
11065,1073,1778493971,9,authorization,1,,,,,ES,PL,CY
4717,1059,1778494223,14,deposit,2,,,,,US,PL,CY
12441,1074,1778494864,14,capture,12,,,,card,ES,US,CY
7864,1018,1778495008,8,authorization,4,,LegacyPSP-A,PP-Fallback,,DE,MX,CY
26794,1064,1778495878,5,capture,3,Transaction timed out. Old status pending_async. New status declined.,,,,BR,,CY
15507,1007,1778496164,8,capture,12,,LegacyPSP-A,,,DE,PL,CY
11459,1010,1778497117,6,authorization,3,Issuer unavailable,,PP-Fallback,,NL,,CY
22408,1051,1778497150,1,authorization,3,Suspected fraud,,PP-Fallback,wallet,FR,BR,CY
13041,1059,1778497179,12,capture,3,Insufficient funds,,,bank_transfer,US,DE,CY
10404,1030,1778497426,6,sale,4,,,,bank_transfer,CA,,CY
11945,1004,1778500298,9,api_sale,3,Insufficient funds,LegacyPSP-B,PP-Fallback,card,MX,US,CY
13050,1018,1778500990,8,withdrawal,4,,,,wallet,DE,,CY
631,1066,1778501297,14,refund,3,Invalid CVV,LegacyPSP-B,,,GB,,CY
8287,1048,1778501936,1,withdrawal,3,Suspected fraud,,,,PL,,CY
25382,1030,1778504475,6,payout,12,,LegacyPSP-B,PP-Fallback,,CA,,CY
19694,1066,1778504693,14,deposit,3,Transaction timed out. Old status pending. New status declined.,,,,GB,MX,BR
12144,1070,1778504864,9,withdrawal,4,,,,,FR,,CY
16933,1045,1778505323,1,capture,12,,LegacyPSP-A,,,FR,MX,CY
29755,1041,1778505923,11,sale,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-B,,,BR,ES,CY
29400,1058,1778507406,3,capture,3,Issuer unavailable,LegacyPSP-B,,,PL,PL,CY
12542,1058,1778507424,4,capture,4,,,PP-Fallback,,PL,MX,CY
5313,1059,1778507960,9,withdrawal,3,Do not honor,,,,US,,CY
19315,1059,1778508575,9,withdrawal,3,Transaction timed out. Old status pending_async. New status declined.,,,wallet,US,NL,CY
17571,1073,1778510309,9,deposit,12,,LegacyPSP-A,PP-Fallback,,ES,,BR
17261,1069,1778510696,14,refund,2,,,PP-Fallback,,NL,,CY
15401,1009,1778511209,5,authorization,3,Suspected fraud,,PP-Fallback,,CA,US,CY
8332,1004,1778511287,9,deposit,4,,,,card,MX,ES,CY
19012,1030,1778513387,3,sale,3,Do not honor,,,,CA,US,CY
14901,1052,1778514531,6,sale,3,Transaction timed out. Old status pending. New status declined.,,,,CA,,CY
27322,1009,1778514713,5,deposit,2,,,PP-Fallback,bank_transfer,CA,CA,CY
2228,1015,1778516092,10,sale,3,Insufficient funds,LegacyPSP-A,,,PL,,CY
12078,1015,1778517219,10,payout,3,Insufficient funds,,,,PL,ES,CY
16323,1051,1778517916,4,api_sale,12,,,,,FR,CA,CY
12567,1044,1778519478,6,authorization,3,Card expired,LegacyPSP-B,,card,US,FR,BR
9432,1030,1778519579,8,deposit,2,,,,,CA,DE,CY
13147,1058,1778520815,4,payout,12,,,,wallet,PL,BR,CY
24161,1037,1778521229,10,withdrawal,4,,,,,MX,PL,CY
6289,1018,1778521309,8,authorization,4,,,,bank_transfer,DE,US,CY
4307,1004,1778522144,8,sale,12,,,,,MX,,CY
27380,1031,1778522315,4,refund,12,,LegacyPSP-A,,,MX,GB,CY
1487,1017,1778522399,6,capture,4,,LegacyPSP-A,,,BR,NL,CY
11511,1031,1778522547,14,sale,12,,,,,MX,PL,CY
5205,1035,1778524638,11,payout,3,Issuer unavailable,,PP-Fallback,,PL,,CY
16157,1040,1778524994,2,capture,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,FR,CA,BR
6428,1058,1778525631,11,sale,4,,,,wallet,PL,US,CY
25562,1020,1778525812,13,api_sale,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-A,,wallet,CA,BR,CY
26160,1058,1778525910,11,refund,3,Issuer unavailable,,,,PL,,CY
1258,1007,1778526416,11,refund,12,,,,,DE,,CY
14982,1038,1778527565,2,withdrawal,12,,,,card,DE,MX,CY
11565,1051,1778528524,4,refund,4,,,,,FR,,CY
8954,1046,1778528745,12,refund,4,,,PP-Fallback,,NL,MX,CY
5581,1054,1778528956,14,sale,3,Suspected fraud,LegacyPSP-A,,,BR,FR,CY
26235,1051,1778529493,4,refund,2,,LegacyPSP-B,,,FR,NL,CY
24040,1051,1778531452,1,api_sale,12,,,,,FR,US,CY
20461,1012,1778531789,5,capture,12,,,PP-Fallback,card,MX,NL,CY
10827,1009,1778531902,5,refund,4,,,PP-Fallback,,CA,FR,CY
26238,1012,1778532664,9,deposit,4,,LegacyPSP-B,,,MX,,CY
28069,1048,1778532917,1,capture,3,Invalid CVV,LegacyPSP-B,PP-Fallback,wallet,PL,,CY
7886,1038,1778533393,1,deposit,2,,,PP-Fallback,,DE,DE,CY
18796,1030,1778533734,8,refund,12,,,,,CA,ES,CY
23504,1073,1778534230,9,api_sale,3,Issuer unavailable,,,,ES,MX,CY
8641,1048,1778534325,7,sale,3,Suspected fraud,LegacyPSP-B,,,PL,FR,CY
1977,1012,1778534600,9,deposit,3,Insufficient funds,,,,MX,PL,CY
19097,1009,1778535347,1,withdrawal,1,,LegacyPSP-B,,card,CA,,CY
9783,1029,1778535944,5,deposit,7,,LegacyPSP-B,,card,MX,ES,CY
1648,1015,1778536038,10,api_sale,4,,LegacyPSP-A,,,PL,DE,CY
21950,1005,1778536328,9,sale,3,Insufficient funds,,,,CA,,CY
30,1011,1778536529,14,payout,1,,,,,CA,,CY
17235,1059,1778537058,14,capture,2,,,,,US,,CY
3488,1052,1778537466,3,deposit,3,Suspected fraud,LegacyPSP-B,,wallet,CA,US,CY
3985,1028,1778537795,7,refund,12,,LegacyPSP-B,PP-Fallback,,DE,,CY
4022,1007,1778538659,8,capture,12,,,,,DE,GB,CY
4914,1043,1778539593,5,sale,3,Suspected fraud,,,,BR,,CY
9025,1010,1778541236,5,refund,2,,,,wallet,NL,DE,CY
5764,1078,1778542224,5,refund,3,Suspected fraud,,,,ES,DE,CY
7453,1009,1778542400,4,refund,12,,,,,CA,MX,CY
2268,1018,1778544457,8,capture,12,,LegacyPSP-A,,,DE,US,CY
7902,1004,1778544715,10,capture,3,Transaction timed out. Old status pending_async. New status declined.,,,card,MX,,CY
10777,1060,1778545251,5,withdrawal,3,Insufficient funds,,,,DE,,CY
13432,1019,1778545695,10,payout,2,,LegacyPSP-B,PP-Fallback,bank_transfer,MX,ES,CY
28487,1067,1778546038,14,payout,12,,LegacyPSP-B,,,CA,,CY
10128,1059,1778546688,14,sale,12,,,PP-Fallback,,US,BR,CY
25551,1031,1778547200,4,capture,3,Do not honor,LegacyPSP-A,,bank_transfer,MX,FR,CY
1457,1009,1778547284,4,deposit,2,,,PP-Fallback,,CA,NL,CY
28254,1067,1778547530,14,withdrawal,3,Insufficient funds,,PP-Fallback,,CA,PL,CY
543,1015,1778547975,10,deposit,3,Do not honor,LegacyPSP-A,,,PL,CA,CY
19174,1052,1778550954,6,deposit,3,Insufficient funds,,,,CA,,CY
29255,1074,1778551479,2,sale,2,,,PP-Fallback,,ES,,CY
17534,1011,1778553936,14,payout,4,,LegacyPSP-B,,,CA,BR,CY
27083,1070,1778554796,3,capture,3,Insufficient funds,,,,FR,BR,CY
15532,1005,1778554820,10,refund,7,,,,,CA,ES,CY
13047,1042,1778555007,8,deposit,3,Transaction timed out. Old status pending. New status declined.,,,,BR,GB,BR
2962,1004,1778555314,13,deposit,3,Transaction timed out. Old status pending. New status declined.,,PP-Fallback,,MX,GB,CY
5595,1009,1778555323,4,payout,2,,,,,CA,GB,CY
1882,1073,1778556944,9,capture,3,Do not honor,,,,ES,,CY
3738,1058,1778557159,11,deposit,4,,,,,PL,FR,CY
2656,1030,1778557322,8,sale,3,Issuer unavailable,LegacyPSP-B,PP-Fallback,,CA,NL,CY
2768,1006,1778557458,12,api_sale,2,,,PP-Fallback,,US,DE,CY
16357,1066,1778558439,14,sale,3,Issuer unavailable,,,,GB,ES,CY
668,1058,1778558906,11,withdrawal,1,,,,,PL,FR,CY
13933,1029,1778558978,3,refund,3,Invalid CVV,,,,MX,,CY
97,1029,1778559130,3,capture,3,Do not honor,,PP-Fallback,bank_transfer,MX,,CY
28860,1004,1778559813,9,api_sale,4,,,,,MX,CA,CY
27501,1009,1778560925,1,refund,2,,,PP-Fallback,,CA,,CY
9004,1064,1778562156,1,sale,3,Invalid CVV,,,,BR,PL,CY
2025,1044,1778563446,5,withdrawal,3,Invalid CVV,LegacyPSP-A,PP-Fallback,,US,,CY
11359,1010,1778563679,5,deposit,3,Transaction timed out. Old status pending. New status declined.,LegacyPSP-B,,wallet,NL,ES,CY
12553,1073,1778564864,9,withdrawal,12,,,,,ES,ES,CY
11229,1066,1778565055,14,authorization,12,,LegacyPSP-B,,,GB,FR,CY
7770,1020,1778565507,13,capture,1,,LegacyPSP-A,,,CA,DE,CY
19311,1020,1778566357,9,payout,3,Issuer unavailable,,,bank_transfer,CA,NL,CY
20328,1038,1778566473,5,refund,2,,,,,DE,FR,CY
8523,1044,1778566817,6,authorization,3,Insufficient funds,,,,US,DE,CY
16107,1041,1778566967,13,deposit,12,,,,,BR,US,CY
7095,1030,1778567660,3,authorization,12,,LegacyPSP-B,PP-Fallback,,CA,DE,BR
23822,1018,1778568064,8,sale,4,,,,,DE,ES,CY
17427,1031,1778569133,2,payout,3,Insufficient funds,LegacyPSP-B,,wallet,MX,,BR
11538,1044,1778569179,12,sale,3,Do not honor,,,,US,PL,CY
21212,1030,1778570365,8,withdrawal,3,Suspected fraud,LegacyPSP-B,,,CA,,CY
1120,1052,1778570494,6,refund,12,,,,,CA,ES,CY
5694,1067,1778570735,14,capture,12,,,,,CA,US,CY
1151,1020,1778570783,13,authorization,12,,LegacyPSP-B,PP-Fallback,,CA,CA,CY
29049,1020,1778570828,9,refund,3,Insufficient funds,,,,CA,US,CY
21756,1036,1778571094,11,capture,3,Issuer unavailable,,,,MX,ES,CY
759,1010,1778571892,5,api_sale,12,,,,,NL,MX,CY
28149,1015,1778573133,10,payout,3,Card expired,LegacyPSP-B,,,PL,CA,CY
3245,1067,1778573750,14,api_sale,4,,,,wallet,CA,,CY
29788,1020,1778576425,9,authorization,3,Issuer unavailable,LegacyPSP-B,,,CA,NL,CY
5437,1073,1778577096,9,payout,12,,,PP-Fallback,,ES,,CY
6652,1009,1778578543,4,refund,2,,,,,CA,,CY
15894,1061,1778579363,1,api_sale,3,Card expired,,,,DE,,CY
27942,1012,1778579446,14,capture,12,,,,,MX,PL,CY
14028,1076,1778579757,3,withdrawal,2,,,,,BR,FR,BR
15453,1018,1778580428,8,refund,12,,,,,DE,,CY
25152,1044,1778580491,12,deposit,2,,,PP-Fallback,,US,MX,CY
5454,1011,1778581229,14,payout,2,,,PP-Fallback,,CA,GB,CY
18422,1052,1778581871,11,deposit,3,Suspected fraud,LegacyPSP-B,,,CA,GB,CY
27368,1009,1778582419,13,refund,2,,,,,CA,,CY
29625,1067,1778582716,14,refund,3,Transaction timed out. Old status pending_async. New status declined.,,,,CA,US,CY
21832,1011,1778584633,14,refund,4,,,,card,CA,GB,CY
27855,1011,1778587667,14,withdrawal,2,,LegacyPSP-B,,,CA,,CY
11726,1012,1778589745,12,capture,2,,,,,MX,US,CY
18876,1067,1778589758,13,authorization,3,Invalid CVV,LegacyPSP-B,,,CA,,CY
1583,1064,1778590737,12,sale,3,Card expired,,,wallet,BR,,CY
24065,1010,1778591807,6,authorization,3,Card expired,,PP-Fallback,bank_transfer,NL,PL,CY
17087,1004,1778592143,13,capture,3,Transaction timed out. Old status pending. New status declined.,,,,MX,ES,BR
28120,1004,1778592441,9,refund,3,Insufficient funds,,,,MX,,CY
7369,1015,1778592833,10,api_sale,3,Card expired,,,,PL,NL,CY
5498,1002,1778593512,12,authorization,3,Transaction timed out. Old status pending_async. New status declined.,,,,ES,BR,CY
3637,1075,1778594342,6,refund,2,,,,,FR,,CY
5768,1062,1778597046,7,capture,4,,,PP-Fallback,,PL,,CY
25641,1009,1778597834,13,withdrawal,12,,LegacyPSP-A,,,CA,CA,CY
29281,1044,1778598309,6,capture,4,,,,,US,,CY
10604,1049,1778599807,13,payout,3,Transaction timed out. Old status pending. New status declined.,,PP-Fallback,,CA,,CY
14984,1010,1778600226,8,capture,1,,,,,NL,,CY
4067,1041,1778600626,14,withdrawal,12,,LegacyPSP-A,,,BR,,CY
17923,1010,1778602367,8,authorization,4,,,,wallet,NL,,CY
10906,1030,1778602469,3,capture,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,CA,ES,CY
3895,1015,1778604248,10,refund,12,,,,,PL,PL,CY
13778,1059,1778604958,9,api_sale,3,Do not honor,,,,US,PL,CY
9266,1031,1778606170,4,api_sale,4,,,,,MX,MX,CY
16159,1073,1778606849,9,sale,2,,,,,ES,,CY
3156,1031,1778607906,4,refund,2,,,,,MX,,CY
7359,1057,1778608716,8,api_sale,12,,,,,GB,GB,CY
15827,1004,1778610480,13,capture,2,,LegacyPSP-B,,bank_transfer,MX,NL,CY
4343,1015,1778611680,10,payout,3,Issuer unavailable,LegacyPSP-B,,wallet,PL,MX,CY
25876,1073,1778612100,9,deposit,3,Transaction timed out. Old status pending. New status declined.,,,,ES,BR,CY
137,1062,1778612335,7,authorization,12,,,,,PL,DE,CY
1751,1048,1778612422,10,sale,3,Card expired,,,,PL,DE,CY
7967,1077,1778617169,7,refund,4,,,PP-Fallback,,BR,,CY
3546,1051,1778618371,1,payout,4,,,,,FR,ES,CY
2666,1067,1778619411,13,refund,4,,LegacyPSP-A,,,CA,US,CY
5047,1061,1778619818,1,withdrawal,4,,LegacyPSP-B,,,DE,PL,CY
25974,1012,1778619856,9,authorization,3,Transaction timed out. Old status pending. New status declined.,LegacyPSP-A,,,MX,,CY
29141,1066,1778620127,14,withdrawal,4,,,,,GB,,CY
26294,1007,1778621658,8,refund,3,Transaction timed out. Old status pending_async. New status declined.,,,,DE,PL,CY
18945,1015,1778622100,10,withdrawal,3,Issuer unavailable,LegacyPSP-B,,,PL,,CY
2877,1073,1778622241,9,withdrawal,2,,,,,ES,FR,CY
15771,1010,1778623620,8,api_sale,4,,LegacyPSP-B,,,NL,US,CY
6266,1011,1778623742,14,sale,3,Suspected fraud,,,,CA,,CY
23118,1007,1778624232,8,sale,12,,,,wallet,DE,MX,CY
10410,1015,1778625023,10,sale,3,Transaction timed out. Old status pending. New status declined.,,,,PL,,CY
18337,1042,1778625047,8,authorization,1,,LegacyPSP-A,,wallet,BR,,CY
7177,1044,1778625977,12,deposit,3,Suspected fraud,,,bank_transfer,US,CA,BR
20159,1059,1778626426,12,capture,4,,,,,US,BR,CY
24141,1031,1778627277,4,payout,12,,,,,MX,FR,CY
25784,1052,1778628403,3,deposit,3,Insufficient funds,,,,CA,,BR
21804,1012,1778629334,9,capture,3,Card expired,,,,MX,BR,CY
18449,1050,1778630021,11,capture,3,Issuer unavailable,,,card,DE,CA,CY
10740,1010,1778630076,5,withdrawal,3,Insufficient funds,,,,NL,,CY
29457,1007,1778630383,2,refund,4,,,,,DE,US,CY
17387,1010,1778630656,6,sale,3,Card expired,,,,NL,MX,CY
20031,1012,1778631431,5,payout,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,MX,,CY
9506,1020,1778632071,9,refund,4,,,,bank_transfer,CA,BR,CY
1611,1009,1778632085,1,capture,4,,LegacyPSP-B,,,CA,ES,CY
17988,1029,1778632133,13,refund,2,,LegacyPSP-B,,card,MX,,BR
7576,1002,1778632858,12,payout,4,,,PP-Fallback,bank_transfer,ES,,CY
24226,1015,1778633033,10,payout,3,Suspected fraud,,,,PL,MX,CY
6496,1042,1778633070,10,api_sale,3,Invalid CVV,,,,BR,DE,CY
28023,1004,1778633499,10,refund,12,,,,,MX,FR,BR
20278,1064,1778634979,5,api_sale,2,,,,,BR,US,CY
3150,1010,1778635028,8,refund,3,Suspected fraud,,PP-Fallback,,NL,ES,CY
2450,1073,1778635435,9,sale,4,,LegacyPSP-B,PP-Fallback,,ES,,CY
2612,1058,1778635746,3,refund,3,Issuer unavailable,,,,PL,NL,BR
26198,1073,1778636260,9,deposit,2,,LegacyPSP-A,,,ES,NL,CY
26512,1058,1778636524,3,refund,4,,,,,PL,ES,CY
24825,1009,1778636691,1,api_sale,2,,,,bank_transfer,CA,BR,CY
28041,1009,1778638552,1,authorization,12,,,,,CA,,CY
18434,1041,1778641025,13,api_sale,12,,LegacyPSP-B,,bank_transfer,BR,DE,CY
19765,1070,1778641782,3,payout,3,Suspected fraud,,,,FR,,CY
3759,1051,1778642020,1,api_sale,2,,,,,FR,GB,CY
25842,1009,1778644250,13,refund,2,,LegacyPSP-A,PP-Fallback,,CA,US,CY
3768,1030,1778644454,3,refund,3,Suspected fraud,LegacyPSP-A,,,CA,CA,CY
23616,1004,1778644955,8,authorization,2,,LegacyPSP-A,,,MX,,CY
2309,1071,1778644969,6,sale,12,,,,,DE,,CY
10026,1073,1778645517,9,withdrawal,3,Transaction timed out. Old status pending. New status declined.,,,wallet,ES,,CY
686,1041,1778647359,14,sale,3,Insufficient funds,,,bank_transfer,BR,US,CY
2535,1073,1778647515,9,refund,3,Card expired,LegacyPSP-A,,,ES,BR,CY
4521,1029,1778647612,6,capture,3,Do not honor,,,,MX,DE,CY
21302,1010,1778648395,8,authorization,3,Card expired,,,,NL,,CY
11721,1074,1778649072,13,payout,12,,,,,ES,FR,CY
16450,1044,1778649846,5,deposit,12,,,,,US,MX,CY
5009,1004,1778650272,8,api_sale,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-B,,,MX,PL,CY
