Order ID,Order Date,Order Time,Customer ID,Membership Status,Restaurant Name,Cuisine Type,City,Order Status,Items Count,Subtotal,Base Delivery Fee,JET+ Delivery Fees Funded,JET+ Logistics Delivery Fee Share,Service Fee,Tip Amount,Order Total,Payment Method,Delivery Time (min),Driver ID,Customer Rating,Promo Code Used
ORD-100255,2025-06-26,13:33,CUST-1074,JET+ Member,Curry Corner,Indian,Lake Oswego,Cancelled by Restaurant,6,22.08,3.41,3.41,1.9,2.43,1.7,26.21,Debit Card,,DRV-283,,FREEDEL
ORD-100256,2025-06-26,17:47,CUST-1299,Non-Member,Trattoria Bella,Italian,Lake Oswego,Delivered,5,65.63,3.15,0.0,1.95,7.22,11.65,87.65,PayPal,73,DRV-250,1,
ORD-100257,2025-06-26,20:08,CUST-1031,JET+ Member,Sunrise Skillet,Breakfast,Lake Oswego,Cancelled by Customer,3,30.56,7.5,7.5,4.98,3.36,4.61,38.53,Debit Card,,DRV-273,,SUMMER26
ORD-100258,2025-06-27,21:09,CUST-1113,JET+ Member,Lotus Thai Cafe,Thai,Gresham,Cancelled by Customer,2,32.93,2.81,2.81,1.93,3.62,3.68,40.23,Debit Card,,DRV-264,,
ORD-100259,2025-06-29,11:22,CUST-1332,JET+ Member,La Taqueria,Mexican,Lake Oswego,Delivered,2,18.8,2.43,2.43,1.45,2.07,0.9,21.77,PayPal,52,DRV-221,3,
ORD-100260,2025-06-29,22:11,CUST-1327,JET+ Member,El Pollo Feliz,Mexican,Hillsboro,Refunded,3,62.32,5.85,5.85,4.43,6.86,13.43,82.61,Gift Card,,DRV-267,,
ORD-100261,2025-06-30,20:17,CUST-1115,Non-Member,Pancake Palace,Breakfast,Beaverton,Delivered,5,14.29,7.07,0.0,3.95,1.57,2.68,25.61,Google Pay,39,DRV-259,3,SUMMER26
ORD-100262,2025-07-02,20:15,CUST-1366,JET+ Member,Fresh Roots Salads,Healthy,Beaverton,Delivered,5,76.28,2.85,2.85,1.86,8.39,14.22,98.89,Gift Card,35,DRV-288,5,SAVE10
ORD-100263,2025-07-03,03:38,CUST-1339,JET+ Member,Stars & Stripes Diner,American,Beaverton,Delivered,4,53.74,4.83,4.83,2.98,5.91,4.45,64.1,Apple Pay,47,DRV-228,1,FREEDEL
ORD-100264,2025-07-03,05:59,CUST-1086,Non-Member,Golden Dragon,Chinese,Tigard,Delivered,5,34.63,4.77,0.0,3.63,3.81,6.95,50.16,Apple Pay,25,DRV-212,1,NEWUSER
ORD-100265,2025-07-03,18:31,CUST-1371,JET+ Member,Pho Saigon,Vietnamese,Beaverton,Delivered,5,42.42,2.01,2.01,1.14,4.67,1.16,48.25,Gift Card,23,DRV-235,3,
ORD-100266,2025-07-03,20:37,CUST-1106,Non-Member,Lotus Thai Cafe,Thai,Portland,Delivered,2,76.94,4.36,0.0,3.14,8.46,2.87,92.63,Google Pay,72,DRV-268,4,
ORD-100267,2025-07-04,14:31,CUST-1384,Non-Member,Burger Barn,American,Tigard,Delivered,5,41.18,6.1,0.0,3.39,4.53,4.12,55.93,Credit Card,67,DRV-236,5,SAVE10
ORD-100268,2025-07-05,09:01,CUST-1038,JET+ Member,Fresh Roots Salads,Healthy,Hillsboro,Cancelled by Customer,4,58.51,2.72,2.72,1.9,6.44,10.04,74.99,Gift Card,,DRV-272,,SUMMER26
ORD-100269,2025-07-05,18:23,CUST-1127,Non-Member,Olive & Vine,Mediterranean,Lake Oswego,Delivered,6,62.03,2.65,0.0,1.53,6.82,11.47,82.97,Credit Card,21,DRV-214,4,
ORD-100270,2025-07-06,02:42,CUST-1242,Non-Member,Sushi Zen,Japanese,Tigard,Refunded,2,43.02,4.21,0.0,2.76,4.73,1.27,53.23,PayPal,,DRV-283,,
ORD-100271,2025-07-06,07:58,CUST-1224,Non-Member,Pancake Palace,Breakfast,Lake Oswego,Refunded,5,32.93,7.19,0.0,5.61,3.62,4.58,48.32,Debit Card,,DRV-296,,SUMMER26
ORD-100272,2025-07-06,23:16,CUST-1286,JET+ Member,Casa de Tacos,Mexican,Lake Oswego,Cancelled by Customer,7,23.18,3.98,3.98,2.86,2.55,2.54,28.27,PayPal,,DRV-218,,
ORD-100273,2025-07-07,13:35,CUST-1004,JET+ Member,Noodle & Co Express,Asian Fusion,Portland,Delivered,6,30.1,7.47,7.47,5.6,3.31,7.3,40.71,Google Pay,23,DRV-259,5,
ORD-100274,2025-07-07,19:11,CUST-1255,Non-Member,Olive & Vine,Mediterranean,Lake Oswego,Delivered,7,39.34,2.6,0.0,1.96,4.33,4.74,51.01,Google Pay,50,DRV-272,4,SUMMER26
ORD-100275,2025-07-07,22:01,CUST-1052,JET+ Member,Casa de Tacos,Mexican,Lake Oswego,Delivered,2,29.95,6.37,6.37,4.71,3.29,0.73,33.97,Debit Card,44,DRV-217,5,
ORD-100276,2025-07-08,21:48,CUST-1269,Non-Member,Ramen Republic,Japanese,Tigard,Delivered,2,76.27,7.84,0.0,5.18,8.39,6.57,99.07,Gift Card,60,DRV-254,1,SAVE10
ORD-100277,2025-07-08,23:49,CUST-1397,Non-Member,Wok This Way,Asian Fusion,Gresham,Delivered,1,14.82,3.24,0.0,2.2,1.63,3.0,22.69,Google Pay,23,DRV-239,5,SUMMER26
ORD-100278,2025-07-09,11:51,CUST-1169,Non-Member,Tokyo Bento Box,Japanese,Lake Oswego,Delivered,1,52.31,4.99,0.0,3.6,5.75,8.54,71.59,Apple Pay,74,DRV-299,1,SUMMER26
ORD-100279,2025-07-10,08:49,CUST-1113,JET+ Member,Mama Rosa's Pizzeria,Italian,Tigard,Delivered,7,42.53,3.94,3.94,2.95,4.68,10.18,57.39,Gift Card,67,DRV-215,4,SUMMER26
ORD-100280,2025-07-10,14:31,CUST-1239,Non-Member,Olive & Vine,Mediterranean,Gresham,Delivered,2,22.67,6.94,0.0,4.36,2.49,0.82,32.92,Credit Card,70,DRV-215,2,
ORD-100281,2025-07-11,22:34,CUST-1056,JET+ Member,Wok This Way,Asian Fusion,Hillsboro,Cancelled by Restaurant,1,77.71,7.3,7.3,5.75,8.55,8.31,94.57,Credit Card,,DRV-282,,SAVE10
ORD-100282,2025-07-11,22:51,CUST-1280,JET+ Member,Bangkok Street Eats,Thai,Portland,Delivered,6,81.56,5.65,5.65,3.47,8.97,12.75,103.28,Debit Card,36,DRV-297,4,
ORD-100283,2025-07-13,05:52,CUST-1312,JET+ Member,Lucky Panda Wok,Chinese,Gresham,Refunded,5,24.12,4.7,4.7,3.06,2.65,4.63,31.4,Debit Card,,DRV-286,,NEWUSER
ORD-100284,2025-07-13,06:11,CUST-1120,Non-Member,Stars & Stripes Diner,American,Portland,Delivered,5,70.82,7.36,0.0,4.18,7.79,10.18,96.15,Credit Card,44,DRV-256,2,SUMMER26
ORD-100285,2025-07-13,06:48,CUST-1096,JET+ Member,Golden Dragon,Chinese,Hillsboro,Delivered,4,31.15,2.55,2.55,1.76,3.43,4.78,39.36,Gift Card,59,DRV-233,2,NEWUSER
ORD-100286,2025-07-14,23:33,CUST-1007,JET+ Member,Taj Spice Kitchen,Indian,Portland,Delivered Late,3,41.5,5.21,5.21,3.46,4.57,9.98,56.05,Apple Pay,58,DRV-299,4,FREEDEL
ORD-100287,2025-07-15,06:40,CUST-1212,Non-Member,Pancake Palace,Breakfast,Tigard,Delivered,6,26.92,6.35,0.0,3.81,2.96,1.96,38.19,Gift Card,46,DRV-248,2,
ORD-100288,2025-07-15,22:42,CUST-1388,JET+ Member,Pancake Palace,Breakfast,Lake Oswego,Delivered,4,24.73,2.28,2.28,1.36,2.72,0.03,27.48,Google Pay,46,DRV-244,4,FREEDEL
ORD-100289,2025-07-17,13:18,CUST-1189,Non-Member,Olive & Vine,Mediterranean,Beaverton,Delivered,1,47.29,5.19,0.0,3.27,5.2,1.24,58.92,Debit Card,55,DRV-203,5,NEWUSER
ORD-100290,2025-07-17,17:42,CUST-1094,JET+ Member,Taj Spice Kitchen,Indian,Hillsboro,Cancelled by Customer,2,35.61,7.15,7.15,4.38,3.92,8.58,48.11,Google Pay,,DRV-202,,NEWUSER
ORD-100291,2025-07-18,19:04,CUST-1238,JET+ Member,The Green Bowl,Healthy,Hillsboro,Delivered,2,76.05,2.27,2.27,1.81,8.37,4.71,89.13,Debit Card,35,DRV-209,2,NEWUSER
ORD-100292,2025-07-19,20:42,CUST-1301,Non-Member,Banh Mi Bros,Vietnamese,Portland,Delivered,2,42.56,6.54,0.0,4.95,4.68,5.97,59.75,Credit Card,39,DRV-213,4,SAVE10
ORD-100293,2025-07-21,03:16,CUST-1097,JET+ Member,Pho Saigon,Vietnamese,Lake Oswego,Refunded,3,78.72,7.45,7.45,4.51,8.66,6.12,93.5,Debit Card,,DRV-219,,SAVE10
ORD-100294,2025-07-22,16:39,CUST-1304,Non-Member,Sunrise Skillet,Breakfast,Tigard,Delivered,3,84.06,2.26,0.0,1.67,9.25,1.51,97.08,Debit Card,51,DRV-275,4,SUMMER26
ORD-100295,2025-07-24,02:05,CUST-1051,Non-Member,Burger Barn,American,Tigard,Delivered,2,82.89,3.54,0.0,2.39,9.12,17.81,113.36,PayPal,43,DRV-241,4,
ORD-100296,2025-07-25,16:35,CUST-1080,Non-Member,The Green Bowl,Healthy,Lake Oswego,Delivered,1,37.6,4.45,0.0,3.22,4.14,7.95,54.14,Debit Card,59,DRV-217,4,SAVE10
ORD-100297,2025-07-26,07:54,CUST-1023,JET+ Member,Bao Down,Chinese,Beaverton,Delivered,5,64.44,5.51,5.51,3.47,7.09,11.23,82.76,PayPal,72,DRV-219,2,SAVE10
ORD-100298,2025-07-27,20:09,CUST-1016,Non-Member,Curry Corner,Indian,Lake Oswego,Delivered Late,4,70.27,7.31,0.0,4.72,7.73,17.51,102.82,Gift Card,26,DRV-280,5,FREEDEL
ORD-100299,2025-07-28,10:19,CUST-1051,JET+ Member,Sunrise Skillet,Breakfast,Gresham,Cancelled by Customer,1,26.75,3.1,3.1,2.11,2.94,3.13,32.82,Google Pay,,DRV-200,,
ORD-100300,2025-07-28,14:02,CUST-1204,JET+ Member,Wok This Way,Asian Fusion,Beaverton,Refunded,6,15.97,3.79,3.79,2.3,1.76,2.48,20.21,Credit Card,,DRV-205,,SAVE10
ORD-100301,2025-07-29,07:17,CUST-1098,JET+ Member,Ramen Republic,Japanese,Gresham,Delivered,3,76.6,2.82,2.82,1.59,8.43,13.49,98.52,Google Pay,43,DRV-283,4,SAVE10
ORD-100302,2025-07-30,17:12,CUST-1384,Non-Member,The Green Bowl,Healthy,Beaverton,Delivered,4,22.12,3.69,0.0,2.65,2.43,5.03,33.27,Credit Card,29,DRV-254,4,SUMMER26
ORD-100303,2025-07-31,15:32,CUST-1033,JET+ Member,Falafel House,Mediterranean,Gresham,Delivered,4,49.34,4.69,4.69,3.46,5.43,5.73,60.5,Debit Card,37,DRV-226,4,
ORD-100304,2025-07-31,22:23,CUST-1383,Non-Member,Pitmaster's Porch,BBQ,Hillsboro,Delivered Late,4,63.38,4.12,0.0,2.88,6.97,3.54,78.01,Google Pay,27,DRV-299,4,
ORD-100305,2025-08-01,12:47,CUST-1055,JET+ Member,Sunrise Skillet,Breakfast,Hillsboro,Delivered,5,43.27,6.13,6.13,4.7,4.76,4.0,52.03,Apple Pay,50,DRV-206,4,SAVE10
ORD-100306,2025-08-01,16:47,CUST-1113,JET+ Member,Sushi Zen,Japanese,Tigard,Delivered,7,79.94,5.66,5.66,3.16,8.79,3.15,91.88,Debit Card,29,DRV-281,2,NEWUSER
ORD-100307,2025-08-02,06:02,CUST-1161,Non-Member,Slice of Napoli,Italian,Gresham,Cancelled by Restaurant,1,32.3,7.56,0.0,4.47,3.55,7.98,51.39,Debit Card,,DRV-231,,NEWUSER
ORD-100308,2025-08-04,19:57,CUST-1138,Non-Member,La Taqueria,Mexican,Portland,Delivered,4,22.15,6.84,0.0,4.92,2.44,1.08,32.51,PayPal,54,DRV-216,5,NEWUSER
ORD-100309,2025-08-05,22:52,CUST-1125,Non-Member,Mama Rosa's Pizzeria,Italian,Portland,Delivered,3,43.41,5.84,0.0,4.01,4.78,0.82,54.85,Credit Card,56,DRV-286,3,SAVE10
ORD-100310,2025-08-06,11:08,CUST-1016,JET+ Member,The Green Bowl,Healthy,Lake Oswego,Delivered,2,22.6,2.87,2.87,2.01,2.49,5.2,30.29,PayPal,42,DRV-234,5,FREEDEL
ORD-100311,2025-08-06,19:32,CUST-1156,Non-Member,Curry Corner,Indian,Lake Oswego,Delivered,1,50.62,2.19,0.0,1.41,5.57,6.0,64.38,PayPal,32,DRV-203,2,
ORD-100312,2025-08-07,13:50,CUST-1011,JET+ Member,Falafel House,Mediterranean,Tigard,Delivered,6,52.78,3.69,3.69,2.58,5.81,5.73,64.32,Gift Card,70,DRV-228,1,SUMMER26
ORD-100313,2025-08-07,23:55,CUST-1214,JET+ Member,Slice of Napoli,Italian,Gresham,Delivered,7,82.48,7.77,7.77,5.94,9.07,3.87,95.42,Apple Pay,51,DRV-287,5,SUMMER26
ORD-100314,2025-08-08,06:40,CUST-1128,JET+ Member,Trattoria Bella,Italian,Beaverton,Delivered,1,67.34,7.63,7.63,5.46,7.41,7.27,82.02,PayPal,60,DRV-245,5,
ORD-100315,2025-08-10,22:08,CUST-1284,JET+ Member,Bangkok Street Eats,Thai,Lake Oswego,Delivered,2,58.78,2.05,2.05,1.23,6.47,7.72,72.97,Debit Card,27,DRV-241,5,SAVE10
ORD-100316,2025-08-12,16:21,CUST-1066,JET+ Member,Sunrise Skillet,Breakfast,Portland,Delivered,5,65.66,6.26,6.26,4.79,7.22,3.02,75.9,Apple Pay,18,DRV-230,3,NEWUSER
ORD-100317,2025-08-12,22:06,CUST-1193,JET+ Member,Stars & Stripes Diner,American,Gresham,Refunded,4,74.01,7.56,7.56,4.64,8.14,2.64,84.79,Credit Card,,DRV-271,,
ORD-100318,2025-08-13,11:17,CUST-1094,Non-Member,Sunrise Skillet,Breakfast,Tigard,Delivered,4,74.38,4.39,0.0,3.15,8.18,7.44,94.39,Apple Pay,45,DRV-288,3,
ORD-100319,2025-08-14,00:58,CUST-1395,Non-Member,Curry Corner,Indian,Portland,Cancelled by Customer,4,37.02,3.05,0.0,2.19,4.07,7.83,51.97,Google Pay,,DRV-228,,FREEDEL
ORD-100320,2025-08-14,02:01,CUST-1070,Non-Member,Curry Corner,Indian,Beaverton,Delivered,6,59.64,6.82,0.0,4.66,6.56,9.44,82.46,Google Pay,34,DRV-203,5,
ORD-100321,2025-08-14,10:32,CUST-1222,JET+ Member,Sunrise Skillet,Breakfast,Lake Oswego,Delivered,2,58.28,2.63,2.63,1.54,6.41,6.11,70.8,Gift Card,73,DRV-259,5,FREEDEL
ORD-100322,2025-08-14,17:21,CUST-1259,JET+ Member,Pancake Palace,Breakfast,Beaverton,Delivered,4,15.87,4.03,4.03,2.91,1.75,0.7,18.32,Google Pay,30,DRV-220,4,
ORD-100323,2025-08-15,10:24,CUST-1146,JET+ Member,The Green Bowl,Healthy,Portland,Delivered Late,7,46.07,2.25,2.25,1.32,5.07,7.87,59.01,Credit Card,60,DRV-241,4,SAVE10
ORD-100324,2025-08-16,15:27,CUST-1169,Non-Member,Pancake Palace,Breakfast,Hillsboro,Delivered,3,20.4,2.26,0.0,1.69,2.24,2.16,27.06,PayPal,32,DRV-269,4,SAVE10
ORD-100325,2025-08-16,15:54,CUST-1316,Non-Member,Pancake Palace,Breakfast,Lake Oswego,Delivered,5,51.17,6.96,0.0,4.07,5.63,11.64,75.4,Apple Pay,48,DRV-223,3,SUMMER26
ORD-100326,2025-08-18,02:22,CUST-1196,JET+ Member,Tokyo Bento Box,Japanese,Beaverton,Delivered,5,16.48,5.57,5.57,3.23,1.81,1.01,19.3,Gift Card,36,DRV-273,5,FREEDEL
ORD-100327,2025-08-18,04:02,CUST-1008,JET+ Member,Casa de Tacos,Mexican,Portland,Refunded,5,65.24,3.85,3.85,2.64,7.18,15.06,87.48,Gift Card,,DRV-215,,
ORD-100328,2025-08-19,04:10,CUST-1133,JET+ Member,La Taqueria,Mexican,Tigard,Delivered,3,58.22,3.13,3.13,2.44,6.4,1.5,66.12,Credit Card,18,DRV-285,1,
ORD-100329,2025-08-19,17:42,CUST-1211,Non-Member,El Pollo Feliz,Mexican,Beaverton,Delivered Late,2,18.3,7.26,0.0,5.67,2.01,3.76,31.33,PayPal,50,DRV-255,5,SAVE10
ORD-100330,2025-08-20,04:34,CUST-1340,JET+ Member,Noodle & Co Express,Asian Fusion,Hillsboro,Delivered,7,48.24,4.78,4.78,2.64,5.31,9.49,63.04,Apple Pay,36,DRV-287,3,SUMMER26
ORD-100331,2025-08-20,12:39,CUST-1352,Non-Member,Smoky Joe's BBQ,BBQ,Tigard,Delivered,2,65.25,6.78,0.0,4.86,7.18,13.81,93.02,Apple Pay,74,DRV-242,5,
ORD-100332,2025-08-21,03:16,CUST-1018,JET+ Member,Burger Barn,American,Lake Oswego,Delivered,6,40.25,6.91,6.91,4.24,4.43,7.5,52.18,Gift Card,22,DRV-262,2,SAVE10
ORD-100333,2025-08-21,23:56,CUST-1147,Non-Member,Tokyo Bento Box,Japanese,Portland,Delivered,1,29.23,6.57,0.0,5.14,3.22,3.64,42.66,Debit Card,54,DRV-286,2,
ORD-100334,2025-08-23,02:12,CUST-1390,JET+ Member,Burger Barn,American,Portland,Cancelled by Customer,6,61.97,3.08,3.08,1.7,6.82,5.18,73.97,Credit Card,,DRV-221,,NEWUSER
ORD-100335,2025-08-23,04:00,CUST-1026,Non-Member,El Pollo Feliz,Mexican,Beaverton,Delivered,4,20.5,5.69,0.0,3.99,2.25,4.98,33.42,Gift Card,39,DRV-206,5,SUMMER26
ORD-100336,2025-08-23,08:01,CUST-1273,Non-Member,Falafel House,Mediterranean,Gresham,Delivered,2,23.84,3.98,0.0,2.52,2.62,2.71,33.15,PayPal,28,DRV-227,5,FREEDEL
ORD-100337,2025-08-23,09:45,CUST-1053,JET+ Member,La Taqueria,Mexican,Beaverton,Delivered,7,80.94,6.28,6.28,3.56,8.9,12.01,101.85,Credit Card,74,DRV-266,4,
ORD-100338,2025-08-23,20:15,CUST-1218,JET+ Member,La Taqueria,Mexican,Lake Oswego,Delivered,6,51.24,5.82,5.82,3.4,5.64,7.08,63.96,Debit Card,29,DRV-226,4,SAVE10
ORD-100339,2025-08-24,15:08,CUST-1135,JET+ Member,Noodle & Co Express,Asian Fusion,Gresham,Delivered,1,44.8,2.67,2.67,1.85,4.93,2.08,51.81,PayPal,56,DRV-219,3,FREEDEL
ORD-100340,2025-08-24,21:09,CUST-1074,JET+ Member,El Pollo Feliz,Mexican,Beaverton,Refunded,5,45.86,3.73,3.73,2.79,5.04,10.41,61.31,Apple Pay,,DRV-226,,FREEDEL
ORD-100341,2025-08-26,06:01,CUST-1239,Non-Member,Burger Barn,American,Beaverton,Delivered Late,4,17.22,7.59,0.0,5.95,1.89,2.35,29.05,Gift Card,53,DRV-229,4,
ORD-100342,2025-08-26,10:16,CUST-1027,JET+ Member,Sushi Zen,Japanese,Beaverton,Delivered,2,17.45,6.8,6.8,3.8,1.92,0.12,19.49,Debit Card,44,DRV-261,1,NEWUSER
ORD-100343,2025-08-28,01:15,CUST-1143,Non-Member,Smoky Joe's BBQ,BBQ,Tigard,Delivered,2,65.94,6.28,0.0,3.87,7.25,9.17,88.64,Google Pay,66,DRV-286,4,SAVE10
ORD-100344,2025-08-28,09:19,CUST-1259,JET+ Member,Golden Dragon,Chinese,Portland,Delivered,7,82.66,2.34,2.34,1.83,9.09,11.73,103.48,PayPal,58,DRV-214,3,
ORD-100345,2025-08-28,14:59,CUST-1340,JET+ Member,La Taqueria,Mexican,Portland,Delivered,5,29.64,5.7,5.7,4.46,3.26,1.91,34.81,Gift Card,57,DRV-298,2,
ORD-100346,2025-08-28,15:14,CUST-1058,JET+ Member,The Green Bowl,Healthy,Tigard,Delivered,2,21.62,2.74,2.74,2.16,2.38,2.61,26.61,Apple Pay,72,DRV-237,4,NEWUSER
ORD-100347,2025-08-29,03:05,CUST-1300,Non-Member,Pho Saigon,Vietnamese,Beaverton,Delivered,6,69.89,5.71,0.0,3.57,7.69,5.42,88.71,Debit Card,73,DRV-243,5,SUMMER26
ORD-100348,2025-08-29,08:43,CUST-1294,Non-Member,Olive & Vine,Mediterranean,Portland,Delivered,2,76.71,7.52,0.0,5.08,8.44,9.98,102.65,Google Pay,63,DRV-231,1,FREEDEL
ORD-100349,2025-08-30,15:25,CUST-1311,Non-Member,Burger Barn,American,Hillsboro,Delivered,4,25.52,5.36,0.0,3.08,2.81,4.17,37.86,Credit Card,72,DRV-293,4,SAVE10
ORD-100350,2025-08-31,16:39,CUST-1328,Non-Member,Taj Spice Kitchen,Indian,Portland,Delivered,6,29.57,4.15,0.0,2.47,3.25,3.46,40.43,Gift Card,40,DRV-224,2,NEWUSER
ORD-100351,2025-09-01,00:22,CUST-1334,Non-Member,Casa de Tacos,Mexican,Gresham,Delivered,3,22.65,3.35,0.0,2.3,2.49,1.22,29.71,Google Pay,27,DRV-256,5,FREEDEL
ORD-100352,2025-09-01,03:46,CUST-1285,JET+ Member,Slice of Napoli,Italian,Tigard,Delivered Late,4,58.56,4.1,4.1,2.48,6.44,10.13,75.13,Credit Card,57,DRV-257,4,NEWUSER
ORD-100353,2025-09-01,05:46,CUST-1223,JET+ Member,Smoky Joe's BBQ,BBQ,Gresham,Delivered,2,12.07,2.2,2.2,1.75,1.33,2.36,15.76,Google Pay,71,DRV-290,4,SUMMER26
ORD-100354,2025-09-01,18:52,CUST-1102,Non-Member,Golden Dragon,Chinese,Lake Oswego,Delivered Late,6,57.27,4.79,0.0,3.08,6.3,2.92,71.28,Credit Card,24,DRV-211,1,SUMMER26
ORD-100355,2025-09-02,06:17,CUST-1191,Non-Member,Slice of Napoli,Italian,Lake Oswego,Delivered,1,70.29,7.44,0.0,5.45,7.73,11.01,96.47,PayPal,42,DRV-251,2,
ORD-100356,2025-09-04,23:21,CUST-1125,Non-Member,Trattoria Bella,Italian,Gresham,Delivered,6,26.46,5.43,0.0,3.66,2.91,3.84,38.64,Apple Pay,39,DRV-230,5,
ORD-100357,2025-09-06,07:49,CUST-1113,Non-Member,Pancake Palace,Breakfast,Lake Oswego,Refunded,5,78.42,3.76,0.0,2.6,8.63,5.68,96.49,Google Pay,,DRV-244,,
ORD-100358,2025-09-06,20:51,CUST-1033,Non-Member,Lotus Thai Cafe,Thai,Beaverton,Delivered,1,73.08,3.02,0.0,2.12,8.04,13.76,97.9,Debit Card,71,DRV-202,5,
ORD-100359,2025-09-08,19:04,CUST-1224,Non-Member,Sushi Zen,Japanese,Beaverton,Delivered,7,48.84,7.8,0.0,4.94,5.37,10.88,72.89,Debit Card,59,DRV-292,5,NEWUSER
ORD-100360,2025-09-09,14:45,CUST-1072,Non-Member,Tokyo Bento Box,Japanese,Portland,Delivered Late,4,50.66,6.23,0.0,4.32,5.57,1.18,63.64,PayPal,66,DRV-217,5,
ORD-100361,2025-09-09,16:02,CUST-1187,JET+ Member,Taj Spice Kitchen,Indian,Gresham,Delivered,2,59.51,2.76,2.76,2.16,6.55,7.52,73.58,Google Pay,64,DRV-265,4,
ORD-100362,2025-09-10,05:48,CUST-1173,Non-Member,Lucky Panda Wok,Chinese,Gresham,Delivered,1,63.66,6.8,0.0,4.77,7.0,13.48,90.94,PayPal,41,DRV-284,4,NEWUSER
ORD-100363,2025-09-11,12:55,CUST-1110,Non-Member,El Pollo Feliz,Mexican,Portland,Delivered,6,82.41,3.58,0.0,2.35,9.07,8.91,103.97,Debit Card,32,DRV-277,4,NEWUSER
ORD-100364,2025-09-12,07:11,CUST-1227,Non-Member,Bao Down,Chinese,Beaverton,Refunded,7,80.09,3.47,0.0,2.48,8.81,3.13,95.5,Gift Card,,DRV-206,,SAVE10
ORD-100365,2025-09-13,10:39,CUST-1059,JET+ Member,Tokyo Bento Box,Japanese,Beaverton,Cancelled by Restaurant,1,13.37,5.0,5.0,3.83,1.47,1.09,15.93,Google Pay,,DRV-298,,
ORD-100366,2025-09-13,13:59,CUST-1130,Non-Member,Pho Saigon,Vietnamese,Hillsboro,Cancelled by Customer,4,28.38,2.27,0.0,1.45,3.12,5.05,38.82,Google Pay,,DRV-254,,FREEDEL
ORD-100367,2025-09-13,18:40,CUST-1162,JET+ Member,Bangkok Street Eats,Thai,Hillsboro,Delivered,5,41.57,6.26,6.26,4.42,4.57,1.91,48.05,Credit Card,24,DRV-243,2,SUMMER26
ORD-100368,2025-09-13,20:58,CUST-1208,JET+ Member,Taj Spice Kitchen,Indian,Lake Oswego,Delivered,1,34.98,5.37,5.37,3.86,3.85,0.58,39.41,PayPal,18,DRV-221,4,NEWUSER
ORD-100369,2025-09-14,13:43,CUST-1326,JET+ Member,Noodle & Co Express,Asian Fusion,Lake Oswego,Delivered,3,79.73,5.6,5.6,3.58,8.77,8.83,97.33,Credit Card,55,DRV-242,5,SUMMER26
ORD-100370,2025-09-15,12:27,CUST-1138,JET+ Member,Sushi Zen,Japanese,Hillsboro,Delivered,2,74.07,7.15,7.15,4.54,8.15,12.2,94.42,Apple Pay,40,DRV-235,5,
ORD-100371,2025-09-15,19:52,CUST-1052,Non-Member,Lucky Panda Wok,Chinese,Lake Oswego,Delivered,6,41.02,4.46,0.0,2.66,4.51,7.76,57.75,Gift Card,36,DRV-258,3,SUMMER26
ORD-100372,2025-09-17,07:40,CUST-1213,JET+ Member,Wok This Way,Asian Fusion,Tigard,Delivered,4,55.4,6.78,6.78,5.05,6.09,12.03,73.52,Debit Card,34,DRV-270,2,SUMMER26
ORD-100373,2025-09-18,06:42,CUST-1011,JET+ Member,Pancake Palace,Breakfast,Gresham,Delivered,6,19.47,3.22,3.22,2.42,2.14,0.52,22.13,Apple Pay,53,DRV-291,2,FREEDEL
ORD-100374,2025-09-19,04:53,CUST-1208,Non-Member,Lotus Thai Cafe,Thai,Beaverton,Delivered,4,78.42,6.75,0.0,3.81,8.63,8.41,102.21,PayPal,57,DRV-298,5,
ORD-100375,2025-09-19,19:27,CUST-1195,Non-Member,Bao Down,Chinese,Lake Oswego,Cancelled by Restaurant,4,22.91,4.09,0.0,2.98,2.52,1.0,30.52,Debit Card,,DRV-241,,SAVE10
ORD-100376,2025-09-19,20:22,CUST-1136,Non-Member,Taj Spice Kitchen,Indian,Hillsboro,Delivered,7,30.61,3.02,0.0,2.04,3.37,0.86,37.86,Google Pay,53,DRV-252,1,
ORD-100377,2025-09-20,00:12,CUST-1256,Non-Member,Sunrise Skillet,Breakfast,Beaverton,Delivered,1,30.78,3.02,0.0,1.79,3.39,3.53,40.72,Credit Card,27,DRV-298,4,
ORD-100378,2025-09-20,00:54,CUST-1122,Non-Member,Pho Saigon,Vietnamese,Tigard,Delivered,5,30.31,4.18,0.0,2.46,3.33,6.61,44.43,Google Pay,52,DRV-213,5,SUMMER26
ORD-100379,2025-09-20,03:28,CUST-1249,Non-Member,Lotus Thai Cafe,Thai,Tigard,Delivered,6,84.62,7.17,0.0,3.99,9.31,5.32,106.42,Apple Pay,20,DRV-284,5,
ORD-100380,2025-09-20,05:26,CUST-1135,JET+ Member,Curry Corner,Indian,Lake Oswego,Delivered,3,81.71,3.45,3.45,1.98,8.99,15.39,106.09,Gift Card,68,DRV-227,3,
ORD-100381,2025-09-21,09:01,CUST-1378,Non-Member,El Pollo Feliz,Mexican,Tigard,Delivered Late,7,41.56,6.84,0.0,5.43,4.57,0.84,53.81,Google Pay,55,DRV-287,5,
ORD-100382,2025-09-22,04:35,CUST-1067,Non-Member,Thai Basil Kitchen,Thai,Portland,Delivered,1,22.72,7.15,0.0,5.4,2.5,3.06,35.43,Debit Card,64,DRV-209,3,SUMMER26
